OID_,vh_raw,vv_raw,roughness_p5,roughness_p25,roughness_p75,roughness_p95,Point_ID,S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var
19,0.0025077,0.0966079,0.0006876,0.0010808,0.0021295,0.0039380,19,1653,0.9999928,61.9861107,1921.1528320,17.6583328,0.7495820,217.6472168
20,0.0030065,0.0823946,0.0007878,0.0013516,0.0034000,0.0065316,20,2192,1.0000000,62.0000000,1922.0000000,23.4111118,0.8507231,412.5444336
21,0.0028904,0.0738709,0.0008201,0.0014351,0.0038283,0.0084784,21,977,0.9999928,61.9861107,1921.1528320,20.0583324,0.8294245,293.1416626
22,0.0024118,0.0624785,0.0007503,0.0012386,0.0025993,0.0046675,22,1032,0.9999928,61.9861107,1921.1528320,18.0027771,0.7866237,234.9916687
23,0.0022480,0.0497356,0.0006711,0.0010390,0.0020121,0.0036416,23,317,0.9999884,61.9777794,1920.6444092,17.0694447,0.7472003,204.6305542
24,0.0027880,0.0530087,0.0006882,0.0010761,0.0021710,0.0043599,24,2229,0.9999928,61.9861107,1921.1528320,17.4194450,0.7301126,213.9472198
25,0.0021636,0.0349239,0.0006164,0.0008998,0.0016605,0.0025749,25,967,0.9999884,61.9777794,1920.6444092,17.0055561,0.7316880,203.9499969
26,0.0032357,0.0420025,0.0007705,0.0012389,0.0025331,0.0045156,26,593,1.0000000,62.0000000,1922.0000000,20.4277782,0.7550388,290.5222168
27,0.0031090,0.0623948,0.0006979,0.0010968,0.0020827,0.0035327,27,2105,1.0000000,62.0000000,1922.0000000,18.9361115,0.7216116,257.0249939
28,0.0062238,0.0519018,0.0007682,0.0012382,0.0025481,0.0045580,28,216,1.0000000,62.0000000,1922.0000000,19.1027775,0.7188975,260.8083191
29,0.0023733,0.0837259,0.0006253,0.0009321,0.0017529,0.0028686,29,1957,0.9999884,61.9777794,1920.6444092,17.8777771,0.7099147,228.7833405
30,0.0032627,0.0735941,0.0007205,0.0011662,0.0023998,0.0050382,30,2352,0.9999710,61.9611130,1919.6444092,18.2111111,0.7083431,235.9888916
31,0.0059802,0.0504457,0.0007164,0.0011415,0.0022080,0.0039033,31,531,0.9999609,61.9416656,1918.4583740,18.9166660,0.7049097,251.9944458
32,0.0020475,0.0650471,0.0007024,0.0011542,0.0029578,0.0079561,32,403,0.9999884,61.9777794,1920.6444092,17.2166672,0.7157158,210.3333282
33,0.0021713,0.0563710,0.0006592,0.0010406,0.0030837,0.0081655,33,776,0.9999710,61.9611130,1919.6444092,17.6277771,0.7185176,218.1111145
34,0.0028004,0.0559201,0.0006517,0.0009953,0.0018944,0.0031697,34,1037,0.9999609,61.9416656,1918.4583740,18.3777771,0.7180717,233.9444427
35,0.0033749,0.0621271,0.0007316,0.0011780,0.0023707,0.0044449,35,2015,0.9996511,61.8055573,1910.6110840,18.7361107,0.7245318,239.5416718
36,0.0017249,0.0371892,0.0008092,0.0014819,0.0048853,0.0128797,36,1190,0.9999812,61.9638901,1919.7972412,16.9527779,0.7191827,202.8305511
37,0.0022535,0.0459949,0.0007059,0.0011699,0.0032225,0.0083062,37,1877,0.9999522,61.9361115,1918.1306152,17.4305553,0.7215606,212.0249939
38,0.0024875,0.0564026,0.0006485,0.0009867,0.0019507,0.0045977,38,2389,0.9999406,61.9138870,1916.7750244,18.0833340,0.7202944,224.9388885
39,0.0024710,0.0594887,0.0006549,0.0010013,0.0019224,0.0033549,39,449,0.9996245,61.7722206,1908.5944824,18.3583336,0.7243084,229.8361053
40,0.0050074,0.0579344,0.0006977,0.0010858,0.0020507,0.0036104,40,854,0.9996155,61.7500000,1907.2388916,19.3833332,0.7219192,251.6055603
41,0.0060334,0.0473867,0.0007503,0.0011991,0.0023755,0.0040058,41,385,0.9994438,61.6694450,1902.5916748,20.4694443,0.7212704,279.3527832
42,0.0038720,0.2991939,0.0007500,0.0012029,0.0023649,0.0040499,42,464,1.0000000,62.0000000,1922.0000000,26.0833340,0.8253187,521.6166382
43,0.0052823,0.3153365,0.0007204,0.0011288,0.0021629,0.0037836,43,1229,1.0000000,62.0000000,1922.0000000,24.7416668,0.7951494,475.9972229
44,0.0048230,0.6080037,0.0006833,0.0010366,0.0019043,0.0030686,44,1439,1.0000000,62.0000000,1922.0000000,24.1972218,0.7801277,449.3139038
45,0.0055274,0.1075095,0.0007564,0.0012125,0.0027121,0.0061830,45,500,1.0000000,62.0000000,1922.0000000,26.5694447,0.8519182,525.7416382
46,0.0016407,0.0551472,0.0007255,0.0011821,0.0027646,0.0061546,46,1427,1.0000000,62.0000000,1922.0000000,22.2722225,0.8239678,381.7166748
47,0.0035914,0.0480855,0.0008264,0.0014130,0.0032605,0.0063083,47,1399,0.9999928,61.9861107,1921.1528320,19.1138897,0.7992808,271.9249878
48,0.0037506,0.0313133,0.0007464,0.0011960,0.0023341,0.0043662,48,1062,0.9999928,61.9861107,1921.1528320,17.2638893,0.7487351,222.3527832
49,0.0031544,0.0352863,0.0007128,0.0011169,0.0021536,0.0038579,49,183,0.9999884,61.9777794,1920.6444092,16.5305557,0.7067792,197.8694458
50,0.0063744,0.1127830,0.0007452,0.0011993,0.0024426,0.0043784,50,2334,1.0000000,62.0000000,1922.0000000,25.0916672,0.8261988,482.5916748
51,0.0033059,0.0823673,0.0007448,0.0012057,0.0025470,0.0046894,51,1852,1.0000000,62.0000000,1922.0000000,21.0583324,0.7970357,348.2138977
52,0.0029314,0.0377880,0.0007611,0.0012303,0.0026314,0.0051712,52,67,0.9999928,61.9861107,1921.1528320,18.2472229,0.7719368,250.9416656
53,0.0043821,0.0475927,0.0006716,0.0010144,0.0018869,0.0031619,53,298,0.9999928,61.9861107,1921.1528320,16.6388893,0.7183933,209.2555542
54,0.0036529,0.0341274,0.0007097,0.0011165,0.0021406,0.0038382,54,1311,0.9999884,61.9777794,1920.6444092,16.1055565,0.6755019,190.1055603
55,0.0046839,0.2153812,0.0007678,0.0012751,0.0027669,0.0052325,55,1706,1.0000000,62.0000000,1922.0000000,23.3750000,0.7986113,428.0694580
56,0.0034429,0.1621732,0.0007923,0.0013249,0.0029751,0.0054410,56,1729,1.0000000,62.0000000,1922.0000000,19.6861115,0.7633765,305.9360962
57,0.0036835,0.0839737,0.0007433,0.0011825,0.0022807,0.0039934,57,41,0.9999928,61.9861107,1921.1528320,17.3055553,0.7394750,224.3333282
58,0.0044344,0.0591925,0.0007045,0.0010963,0.0020654,0.0035418,58,1397,0.9999928,61.9861107,1921.1528320,16.0055561,0.6967189,191.3333282
59,0.0035570,0.0503585,0.0006807,0.0010516,0.0020091,0.0035153,59,1758,0.9999884,61.9777794,1920.6444092,15.6833334,0.6697345,178.0722198
60,0.0029119,0.2608661,0.0007285,0.0011809,0.0024108,0.0044781,60,372,1.0000000,62.0000000,1922.0000000,21.9861107,0.7714330,377.2416687
61,0.0018332,0.1940094,0.0007019,0.0011200,0.0022089,0.0044988,61,946,1.0000000,62.0000000,1922.0000000,18.6250000,0.7337433,266.9416809
62,0.0029882,0.1853316,0.0007056,0.0011181,0.0022177,0.0040564,62,1191,0.9999928,61.9861107,1921.1528320,16.7416668,0.7181705,202.9694519
63,0.0042923,0.1073521,0.0006779,0.0010689,0.0021728,0.0044220,63,1667,0.9999928,61.9861107,1921.1528320,15.7972221,0.6890958,180.4861145
64,0.0033382,0.1358742,0.0007303,0.0011748,0.0022318,0.0040342,64,338,0.9999884,61.9777794,1920.6444092,15.8000002,0.6818210,175.9666595
65,0.0031234,0.0274918,0.0006395,0.0009633,0.0018032,0.0030205,65,1422,0.9999884,61.9777794,1920.6444092,16.5888882,0.7058099,198.4166718
66,0.0047713,0.0262708,0.0006772,0.0010366,0.0019698,0.0034699,66,86,0.9999884,61.9777794,1920.6444092,16.2111111,0.6773170,190.9166718
67,0.0043606,0.0439344,0.0006738,0.0010276,0.0019529,0.0033707,67,85,0.9999884,61.9777794,1920.6444092,15.8888893,0.6808471,179.4333344
68,0.0024700,0.1266767,0.0007044,0.0011033,0.0021119,0.0039649,68,841,0.9999884,61.9777794,1920.6444092,16.1194439,0.6999675,179.3972168
69,0.0023561,0.1712362,0.0006972,0.0010865,0.0020974,0.0038243,69,742,1.0000000,62.0000000,1922.0000000,20.8472214,0.7345152,338.9083252
70,0.0012862,0.1426753,0.0007103,0.0011250,0.0022873,0.0047158,70,632,1.0000000,62.0000000,1922.0000000,17.7527771,0.6930112,238.4361115
71,0.0030888,0.2328890,0.0007416,0.0012346,0.0033820,0.0099345,71,1114,0.9999928,61.9861107,1921.1528320,16.2722225,0.6816486,189.1166687
72,0.0051364,0.1094194,0.0006736,0.0010424,0.0019963,0.0034370,72,1625,0.9999928,61.9861107,1921.1528320,15.6750002,0.6599033,176.3305511
73,0.0029180,0.1954502,0.0006815,0.0010397,0.0019817,0.0036351,73,321,0.9999884,61.9777794,1920.6444092,16.0111103,0.6628892,180.4055481
74,0.0025785,0.1993304,0.0007067,0.0011002,0.0020865,0.0036501,74,202,1.0000000,62.0000000,1922.0000000,20.4138889,0.7193577,316.9416809
75,0.0045137,0.1783758,0.0007537,0.0012304,0.0028870,0.0060316,75,2035,1.0000000,62.0000000,1922.0000000,17.4833336,0.6859661,222.5166626
76,0.0114827,0.0948106,0.0008086,0.0013696,0.0031961,0.0068559,76,709,0.9999928,61.9861107,1921.1528320,16.2472229,0.6929438,183.0916595
77,0.0073354,0.1235041,0.0007237,0.0011677,0.0023895,0.0047794,77,875,0.9999928,61.9861107,1921.1528320,15.8388891,0.6748224,175.9722290
78,0.0022702,0.1187812,0.0006712,0.0010342,0.0020215,0.0036007,78,651,0.9999884,61.9777794,1920.6444092,16.4055557,0.6830263,185.1888885
79,0.0024007,0.1721222,0.0007022,0.0011103,0.0022356,0.0042892,79,565,0.9999884,61.9777794,1920.6444092,16.4666672,0.6853147,187.4888916
80,0.0028263,0.1170029,0.0007742,0.0013098,0.0029599,0.0054425,80,2371,0.9999884,61.9777794,1920.6444092,16.8750000,0.7009917,192.9805603
81,0.0032058,0.0427921,0.0006849,0.0010839,0.0022055,0.0044404,81,1261,0.9999812,61.9638901,1919.7972412,16.6250000,0.7075667,197.3194427
82,0.0049851,0.0526276,0.0007557,0.0012689,0.0032104,0.0085565,82,1314,0.9999522,61.9361115,1918.1306152,17.1222229,0.7142164,206.1388855
83,0.0036838,0.0528697,0.0007598,0.0012839,0.0036399,0.0098748,83,1166,0.9999406,61.9138870,1916.7750244,17.6166668,0.7217572,214.3611145
84,0.0038754,0.0409602,0.0006729,0.0010524,0.0021181,0.0042779,84,1423,0.9996245,61.7722206,1908.5944824,17.7777786,0.7276103,216.9277802
85,0.0065772,0.0486644,0.0006361,0.0009685,0.0018903,0.0033615,85,2049,0.9996155,61.7500000,1907.2388916,18.8111115,0.7239071,239.0500031
86,0.0059703,0.0358031,0.0006797,0.0010628,0.0021706,0.0044518,86,1431,0.9999812,61.9638901,1919.7972412,16.4305553,0.6947402,192.8138885
87,0.0066153,0.0417823,0.0007890,0.0013826,0.0031315,0.0057438,87,1480,0.9999522,61.9361115,1918.1306152,16.9750004,0.7087657,202.0805511
88,0.0029470,0.0403851,0.0007296,0.0012144,0.0029102,0.0056562,88,1716,0.9999435,61.9194450,1917.1138916,17.3722229,0.7223490,206.8944397
89,0.0032585,0.0290725,0.0007947,0.0013384,0.0028097,0.0049341,89,738,0.9997005,61.8055573,1910.5167236,17.4166660,0.7265581,207.0722198
90,0.0044559,0.0446290,0.0007290,0.0011804,0.0022721,0.0041673,90,1980,0.9996960,61.7916679,1909.6694336,18.4249992,0.7250174,228.1861115
91,0.0059900,0.0285073,0.0006754,0.0010302,0.0019563,0.0034496,91,2395,0.9999812,61.9638901,1919.7972412,16.2888889,0.7085506,184.3277740
92,0.0066078,0.0221946,0.0006902,0.0010653,0.0020301,0.0036227,92,454,0.9999522,61.9361115,1918.1306152,16.9527779,0.7302715,195.5361176
93,0.0038532,0.0267806,0.0007278,0.0011576,0.0022257,0.0038752,93,2473,0.9999435,61.9194450,1917.1138916,17.3138885,0.7453654,198.8361053
94,0.0032390,0.0282328,0.0007313,0.0011783,0.0023586,0.0040481,94,617,0.9997472,61.8277779,1911.8055420,17.3083324,0.7454533,198.4027710
95,0.0032753,0.0346277,0.0007119,0.0011317,0.0022549,0.0039227,95,755,0.9997427,61.8138885,1910.9583740,18.2388897,0.7426184,218.0722198
96,0.0038227,0.0685706,0.0006978,0.0010974,0.0021954,0.0045029,96,2379,0.9999812,61.9638901,1919.7972412,16.6111107,0.7298048,186.1000061
97,0.0073772,0.0448882,0.0007007,0.0010975,0.0020940,0.0036762,97,2303,0.9999522,61.9361115,1918.1306152,17.2861118,0.7508691,197.3638916
98,0.0072977,0.0392329,0.0007118,0.0011279,0.0021481,0.0039249,98,518,0.9999478,61.9277763,1917.6221924,17.5555553,0.7691274,198.3777771
99,0.0058187,0.0392666,0.0007188,0.0011495,0.0021853,0.0037917,99,1712,0.9998607,61.8777771,1914.6888428,17.5555553,0.7733734,197.7555542
100,0.0055138,0.0380827,0.0007114,0.0011294,0.0021431,0.0038086,100,1797,0.9998607,61.8777771,1914.6888428,18.5027771,0.7725910,217.7305603
101,0.0081971,0.0503850,0.0006887,0.0010793,0.0020651,0.0036670,101,384,0.9994467,61.6749992,1902.9305420,19.9472218,0.7189625,268.3805542
102,0.0057688,0.0463236,0.0006891,0.0010723,0.0020216,0.0033914,102,1989,0.9995643,61.7305565,1906.1528320,19.5027771,0.7188038,256.3750000
103,0.0038012,0.0255703,0.0007054,0.0011273,0.0021235,0.0038859,103,568,0.9996274,61.7722206,1908.5944824,19.2166672,0.7316780,245.0000000
104,0.0039061,0.0306621,0.0007260,0.0011673,0.0023711,0.0042296,104,128,0.9998186,61.8638878,1913.9083252,19.4583340,0.7598203,244.1805573
105,0.0043977,0.1239488,0.0007164,0.0011613,0.0024297,0.0053780,105,1783,0.9999812,61.9638901,1919.7972412,17.1472225,0.7221717,198.6138916
106,0.0062425,0.1212287,0.0006438,0.0009825,0.0019499,0.0034702,106,167,0.9999522,61.9361115,1918.1306152,17.8111115,0.7488129,209.4277802
107,0.0059173,0.0567996,0.0007307,0.0011819,0.0023455,0.0044773,107,1055,0.9999478,61.9277763,1917.6221924,18.1444435,0.7702281,211.6833344
108,0.0054803,0.0628773,0.0007249,0.0011498,0.0021509,0.0038941,108,1447,0.9999304,61.9111099,1916.6221924,18.2111111,0.7782111,212.2388916
109,0.0072977,0.0708734,0.0007293,0.0011658,0.0022632,0.0040271,109,149,0.9999304,61.9111099,1916.6221924,19.1749992,0.7849195,231.4250031
110,0.0039798,0.1268999,0.0007734,0.0012935,0.0027011,0.0047842,110,759,0.9999812,61.9638901,1919.7972412,17.6000004,0.7393649,205.0333405
111,0.0021936,0.1672800,0.0006835,0.0010698,0.0020409,0.0036078,111,1357,0.9999522,61.9361115,1918.1306152,18.0944443,0.7631923,212.6666718
112,0.0035850,0.0286667,0.0006720,0.0010446,0.0020034,0.0034479,112,2353,0.9999478,61.9277763,1917.6221924,18.3611107,0.7840962,214.3444519
113,0.0029233,0.0651734,0.0006523,0.0009950,0.0018584,0.0029668,113,170,0.9999304,61.9111099,1916.6221924,18.4750004,0.7928710,216.3305511
114,0.0045967,0.1072348,0.0006789,0.0010443,0.0019783,0.0033921,114,906,0.9999304,61.9111099,1916.6221924,19.3861103,0.7959369,234.9083405
115,0.0052753,0.0639517,0.0006768,0.0010384,0.0019484,0.0031338,115,2288,0.9999348,61.9194450,1917.1306152,20.0750008,0.7792705,255.3527832
116,0.0042322,0.1182763,0.0007118,0.0011375,0.0021014,0.0037182,116,104,0.9999348,61.9194450,1917.1306152,20.2388897,0.7881558,256.4777832
117,0.0068876,0.0489830,0.0007187,0.0011334,0.0022859,0.0041730,117,260,0.9994422,61.6666679,1902.4222412,21.6027775,0.7512798,307.6749878
118,0.0052862,0.0282480,0.0006507,0.0009952,0.0019567,0.0036221,118,358,0.9995613,61.7249985,1905.8138428,21.1305561,0.7488062,296.0861206
119,0.0043907,0.0528889,0.0006932,0.0010904,0.0022097,0.0043737,119,1449,0.9995658,61.7333336,1906.3222656,22.8472214,0.7791581,346.3638916
120,0.0060573,0.0195945,0.0006637,0.0010176,0.0019311,0.0032557,120,574,0.9996244,61.7666664,1908.2556152,20.7138882,0.7559490,283.0805664
121,0.0051753,0.0448414,0.0006616,0.0010263,0.0020454,0.0041682,121,459,0.9996319,61.7805557,1909.1027832,22.4527779,0.7815440,335.0916748
122,0.0033271,0.0517939,0.0006622,0.0010398,0.0021071,0.0042165,122,2041,0.9996024,61.7527771,1907.4361572,24.3777771,0.7998604,398.0277710
123,0.0084306,0.0301454,0.0008693,0.0015204,0.0040055,0.0077636,123,306,0.9995774,61.7333336,1906.2778320,26.4722214,0.8152502,470.6666565
124,0.0035787,0.0325118,0.0006797,0.0010617,0.0020424,0.0034541,124,1999,0.9998186,61.8638878,1913.9083252,20.8305550,0.7799382,279.5805664
125,0.0032925,0.0423272,0.0006368,0.0009625,0.0018434,0.0031257,125,1498,0.9998215,61.8694458,1914.2471924,22.4472218,0.7977789,329.1638794
126,0.0034807,0.0397825,0.0006742,0.0010410,0.0020060,0.0037968,126,72,0.9997879,61.8333321,1912.0722656,24.3222218,0.8102151,391.4666748
127,0.0069494,0.0339694,0.0007287,0.0011934,0.0027127,0.0055572,127,2401,0.9997601,61.8083344,1910.5749512,26.3472214,0.8223418,463.1083374
128,0.0022620,0.0636300,0.0006618,0.0010170,0.0019276,0.0032646,128,618,0.9999348,61.9194450,1917.1306152,21.2638893,0.8009543,285.2638855
129,0.0015514,0.0489473,0.0006888,0.0010603,0.0019760,0.0033657,129,1763,0.9999377,61.9249992,1917.4694824,22.6805553,0.8157595,329.5361023
130,0.0030166,0.0380151,0.0006396,0.0009634,0.0018233,0.0029102,130,1083,0.9999043,61.8888893,1915.2944336,24.3805561,0.8241972,387.0972290
131,0.0035087,0.0417706,0.0006627,0.0010110,0.0018869,0.0030683,131,989,0.9998883,61.8750000,1914.4638672,26.1749992,0.8305380,453.9694519
132,0.0039279,0.0459495,0.0007509,0.0012016,0.0024355,0.0042810,132,1772,0.9998679,61.8527794,1913.1250000,28.2361107,0.8430701,531.5361328
133,0.0024027,0.0722204,0.0007279,0.0011716,0.0021999,0.0039531,133,892,0.9999348,61.9194450,1917.1306152,21.2833328,0.8033635,282.4444580
134,0.0017826,0.0445858,0.0006400,0.0009637,0.0017936,0.0029297,134,2279,0.9999348,61.9194450,1917.1306152,22.5000000,0.8144483,321.6833191
135,0.0033978,0.0426851,0.0006381,0.0009482,0.0017552,0.0027919,135,125,0.9999101,61.8888893,1915.2833252,24.0361118,0.8241118,374.2749939
136,0.0029319,0.0400010,0.0006624,0.0010082,0.0018726,0.0030359,136,2007,0.9998926,61.8722229,1914.2833252,25.5833340,0.8281051,435.6666565
137,0.0022895,0.0435705,0.0007211,0.0011625,0.0023148,0.0042638,137,460,0.9998766,61.8527794,1913.1082764,27.5194435,0.8410379,510.0972290
138,0.0050391,0.0390821,0.0007702,0.0012736,0.0027136,0.0050453,138,768,0.9998736,61.8472214,1912.7805176,29.6888885,0.8514385,592.2722168
139,0.0037093,0.9814243,0.0007688,0.0012558,0.0025592,0.0045057,139,48,1.0000000,62.0000000,1922.0000000,28.4694443,0.8442219,590.9583130
140,0.0033664,0.4321108,0.0007932,0.0013056,0.0026419,0.0043948,140,2232,1.0000000,62.0000000,1922.0000000,28.2944450,0.8421962,575.5388794
141,0.0030314,0.1240837,0.0007957,0.0013091,0.0028067,0.0050636,141,1502,1.0000000,62.0000000,1922.0000000,28.5138893,0.8488086,568.3194580
142,0.0024031,0.1176746,0.0008994,0.0015150,0.0033271,0.0053549,142,1735,1.0000000,62.0000000,1922.0000000,32.5250015,0.8996809,712.9749756
143,0.0038049,0.1123170,0.0008632,0.0014342,0.0031782,0.0053855,143,1014,1.0000000,62.0000000,1922.0000000,28.6749992,0.8580683,559.9916382
144,0.0033697,0.6303893,0.0007023,0.0010827,0.0020145,0.0033010,144,1871,1.0000000,62.0000000,1922.0000000,23.9777775,0.7733434,432.3722229
145,0.0024414,0.3527926,0.0007335,0.0011747,0.0022422,0.0037142,145,331,1.0000000,62.0000000,1922.0000000,24.0361118,0.7712379,424.1305542
146,0.0029353,0.1572092,0.0008086,0.0013815,0.0033459,0.0082493,146,2449,1.0000000,62.0000000,1922.0000000,24.5083332,0.7839326,423.2861023
147,0.0051551,0.0814756,0.0008009,0.0013465,0.0032138,0.0079044,147,1907,1.0000000,62.0000000,1922.0000000,24.8555565,0.8001616,419.3666687
148,0.0040611,0.0554471,0.0009327,0.0015880,0.0036975,0.0064461,148,386,1.0000000,62.0000000,1922.0000000,32.6194458,0.9044672,705.1972046
149,0.0040712,0.0770675,0.0008794,0.0015025,0.0036503,0.0067791,149,447,1.0000000,62.0000000,1922.0000000,28.7333336,0.8636966,552.8110962
150,0.0047729,0.0861354,0.0009586,0.0016734,0.0042526,0.0084807,150,1176,1.0000000,62.0000000,1922.0000000,32.5999985,0.9022885,701.0999756
151,0.0039956,0.0594479,0.0009411,0.0016489,0.0044533,0.0113084,151,418,1.0000000,62.0000000,1922.0000000,28.5944443,0.8633358,547.7333374
152,0.0060665,0.0416590,0.0007710,0.0012383,0.0025725,0.0046138,152,1600,1.0000000,62.0000000,1922.0000000,24.9750004,0.8102215,414.2694397
153,0.0053356,0.0492971,0.0007128,0.0011188,0.0021750,0.0040370,153,173,1.0000000,62.0000000,1922.0000000,24.8166676,0.8170212,409.4888916
154,0.0028052,0.3237760,0.0007018,0.0011035,0.0021885,0.0040404,154,1414,1.0000000,62.0000000,1922.0000000,20.3333340,0.7130234,306.2000122
155,0.0053003,0.2998933,0.0007008,0.0011176,0.0022648,0.0043519,155,847,1.0000000,62.0000000,1922.0000000,17.5277786,0.6853281,217.4222260
156,0.0107246,0.2800715,0.0006836,0.0010653,0.0020883,0.0038787,156,129,0.9999956,61.9916649,1921.4916992,16.3888893,0.6983760,185.0722198
157,0.0068516,0.2391310,0.0007821,0.0013047,0.0027534,0.0050883,157,1473,0.9999956,61.9916649,1921.4916992,16.0666676,0.6840781,181.0222168
158,0.0033564,0.1556860,0.0006917,0.0010799,0.0020981,0.0037078,158,552,0.9999928,61.9861107,1921.1528320,16.7194443,0.6868812,193.2972260
159,0.0029578,0.2691893,0.0007487,0.0011908,0.0023588,0.0040438,159,1705,1.0000000,62.0000000,1922.0000000,20.5750008,0.7155186,306.1027832
160,0.0023989,0.3490030,0.0006949,0.0011038,0.0021276,0.0037249,160,369,1.0000000,62.0000000,1922.0000000,17.8861103,0.6874355,223.5361176
161,0.0033407,0.3934956,0.0006893,0.0010746,0.0020042,0.0034472,161,2156,0.9999956,61.9916649,1921.4916992,16.7305565,0.6931670,194.1972198
162,0.0039999,0.3096322,0.0006661,0.0010367,0.0020556,0.0042332,162,2175,0.9999956,61.9916649,1921.4916992,16.3361111,0.6788337,188.7305603
163,0.0039773,0.2583780,0.0006751,0.0010369,0.0020319,0.0038529,163,840,0.9999928,61.9861107,1921.1528320,16.9305553,0.6791446,199.9083405
164,0.0037231,0.1463825,0.0007784,0.0012989,0.0029780,0.0058377,164,1121,1.0000000,62.0000000,1922.0000000,21.2611103,0.7390941,312.5222168
165,0.0043312,0.1586676,0.0006814,0.0010563,0.0020269,0.0037819,165,2222,1.0000000,62.0000000,1922.0000000,18.7500000,0.7222613,236.9333344
166,0.0056348,0.1709215,0.0006887,0.0010811,0.0021133,0.0043945,166,1665,1.0000000,62.0000000,1922.0000000,17.5666676,0.7169816,210.1944427
167,0.0044242,0.2192068,0.0006401,0.0009599,0.0018468,0.0031431,167,986,1.0000000,62.0000000,1922.0000000,17.1055565,0.7022189,203.3000031
168,0.0028941,0.1924565,0.0006599,0.0010153,0.0019530,0.0034555,168,1212,1.0000000,62.0000000,1922.0000000,17.5527782,0.6987608,212.2805481
169,0.0049705,0.0646819,0.0008967,0.0017304,0.0054290,0.0122876,169,1494,1.0000000,62.0000000,1922.0000000,21.8333340,0.7656168,315.7222290
170,0.0085615,0.0466350,0.0007116,0.0011501,0.0027436,0.0064350,170,1234,1.0000000,62.0000000,1922.0000000,19.5944443,0.7557124,249.4555511
171,0.0052167,0.0714990,0.0007487,0.0012394,0.0028937,0.0061849,171,607,1.0000000,62.0000000,1922.0000000,18.4722214,0.7494639,225.4055481
172,0.0037772,0.1227153,0.0007095,0.0011491,0.0023785,0.0050026,172,272,1.0000000,62.0000000,1922.0000000,17.9500008,0.7332925,217.6333313
