OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,orig_S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
1036,0.0032383,0.044953,0.0007472,0.0012776,0.0034031,0.0074693,1036,30,551,0.9965298,59.836113,1798.630615,16.5,0.7834412,184.527771,0.0105391,0.0057703,0.0073749,0.000881,0.0007118,0.0007639,0.0291737,0.0197226,0.0235016,0.0002305,0.0001451,0.0030351,0.0016897,0.0020843,0.0198041,0.0236467,0.0053451,0.0128865,0.0053706,0.0014179,0.0023153,0.0004352,0.000269,0.028969,0.0050391,0.0126174,0.0014753,0.0006625,0.000841,0.0151391,0.0028339,0.0063491,0.020573,0.0021656,0.005923,0.0023002,0.0005818,0.0008817,0.0288561,0.0030131,0.0088892,0.0007234,0.0003802,0.006639,0.0011857,0.0024331,0.0033272,0.0092694,0.0019993,0.0069802,0.0124768,0.0010007,0.0025492,0.0025324,0.00055,0.0285253,0.0016818,0.0064303,0.0036368,0.0005239,0.0009975,0.0233253,0.0016877,0.0053218,0.0015099,0.0054149,0.0172282,0.0008038,0.0026332,0.0077042,0.0008982,0.0263502,0.0010384,0.0045168,0.0101955,0.0003898,0.0012415,0.026807,0.0013139,0.0047067,0.0293239,0.0000804,0.0019271,0.0294042
1037,0.0025246,0.0307991,0.000691,0.0010863,0.0021173,0.0035523,1037,2265,2490,0.9959707,59.3805542,1772.41394,15.5277777,0.7756801,161.5500031,0.00396,0.0030089,0.0034587,0.0007392,0.000655,0.000697,0.0095357,0.0058591,0.0074388,0.0002414,0.0001839,0.001757,0.001376,0.0015567,0.0059707,0.0076227,0.0043779,0.0061415,0.002123,0.0013028,0.001566,0.0003256,0.0002593,0.0094674,0.0041239,0.0058822,0.0008634,0.0006274,0.0007063,0.0048019,0.0025672,0.0033936,0.0059696,0.0020847,0.0033459,0.0010672,0.0005614,0.000718,0.0094506,0.0025803,0.0048888,0.0004907,0.0003201,0.0025272,0.0011017,0.0015782,0.0029679,0.0052089,0.0021444,0.0043209,0.0034725,0.0009756,0.0015975,0.0010811,0.0004305,0.0093001,0.0016758,0.0038904,0.0016927,0.0004671,0.0007444,0.0080011,0.0017515,0.0032273,0.0013301,0.0034635,0.0049085,0.0006523,0.0016358,0.0020207,0.0006057,0.0093001,0.0008548,0.0028578,0.0026597,0.0003444,0.0008267,0.0084323,0.0011107,0.0029564,0.0096655,0.0001116,0.0015426,0.0097771
1038,0.0048741,0.0333159,0.0007097,0.0011459,0.0025009,0.005236,1038,2470,1723,0.9972734,60.4277763,1831.738892,16.6277771,0.7828805,190.1666718,0.0083321,0.0034709,0.0050945,0.0009037,0.000671,0.0007391,0.0221906,0.0091618,0.0137726,0.0002116,0.0001553,0.0025034,0.0014604,0.0017684,0.0093415,0.0139279,0.0046617,0.0103354,0.003326,0.0012287,0.0018159,0.0003085,0.0002446,0.0220773,0.0044502,0.0100908,0.0011259,0.0006023,0.0007555,0.0114038,0.0024732,0.0049055,0.0145841,0.0020032,0.0045406,0.0015867,0.0005608,0.0007817,0.0218635,0.0026606,0.007058,0.0006208,0.0003407,0.0047684,0.0010496,0.0018897,0.0028862,0.0073987,0.0018821,0.0055486,0.0105044,0.0008933,0.0019574,0.0019838,0.0004681,0.021107,0.0015344,0.0050805,0.0034464,0.0004721,0.0008312,0.0172689,0.0016574,0.0042007,0.0014865,0.0042684,0.0128218,0.0007706,0.0020521,0.0073165,0.0007206,0.0196049,0.0010944,0.0035478,0.0077441,0.0003595,0.0009862,0.0201663,0.0011297,0.0036825,0.0223149,0.0000529,0.0016812,0.0223678
1039,0.005463,0.0273099,0.000738,0.0012025,0.0024813,0.0047624,1039,1465,2125,0.9967396,59.9694443,1805.341675,15.1694441,0.7677816,156.8805542,0.0065181,0.0036081,0.004727,0.0007844,0.0007204,0.0007401,0.049458,0.0085603,0.0224888,0.0000647,0.0000519,0.0020806,0.0016233,0.0017682,0.0086085,0.0225406,0.005219,0.0100807,0.0025917,0.0013936,0.0017896,0.0003501,0.0002392,0.0492014,0.0049444,0.0098415,0.0009175,0.0006723,0.0007501,0.0153587,0.0031885,0.0050058,0.0274383,0.0023744,0.0046617,0.0016017,0.0006146,0.0007665,0.0488646,0.0034374,0.0070199,0.0006582,0.0003363,0.0086673,0.0012491,0.0018734,0.0037643,0.0073562,0.0023245,0.005727,0.0111464,0.0010839,0.0019183,0.001947,0.0004681,0.0488646,0.0018939,0.005259,0.0044725,0.0005418,0.0008271,0.0372626,0.0019257,0.0043126,0.0015102,0.0043544,0.0248441,0.000817,0.0020247,0.0095745,0.0007168,0.0417203,0.0010524,0.0036376,0.0118978,0.0003616,0.0009769,0.0460153,0.001371,0.0037629,0.0494783,0.0000445,0.0017454,0.0495228
1040,0.0039227,0.0235903,0.0007159,0.001139,0.0021955,0.0038009,1040,1639,2395,0.9929313,57.8611107,1689.761108,16.1861115,0.7568777,174.9805603,0.0040225,0.003393,0.0037877,0.0007805,0.000693,0.0007218,0.0120826,0.0067717,0.0087471,0.0002397,0.0001851,0.0017465,0.0014959,0.0016089,0.0069657,0.0089322,0.0047436,0.0066701,0.00188,0.0012191,0.0016247,0.0003827,0.0002477,0.0119979,0.0045319,0.0064225,0.0008435,0.0006179,0.0007287,0.0049751,0.0026192,0.0036781,0.0063578,0.0020595,0.0035971,0.0009539,0.0005856,0.0007381,0.0119979,0.003292,0.0052886,0.000561,0.0003304,0.0021623,0.0010598,0.0016342,0.0035709,0.005619,0.0021398,0.0046666,0.0038922,0.0009653,0.0016616,0.0008484,0.0004442,0.0117633,0.0018609,0.0042224,0.0013682,0.0004751,0.0007656,0.0089424,0.0017831,0.0034577,0.0013304,0.0036975,0.0055046,0.000742,0.0017075,0.0033363,0.0006156,0.0112487,0.0010022,0.0030819,0.0037827,0.0003483,0.0008479,0.0114195,0.0012624,0.0031492,0.0121338,0.0001279,0.0016066,0.0122617
1041,0.0052356,0.0351324,0.0007082,0.0011346,0.0022343,0.0041535,1041,1506,234,0.9933947,58.2861099,1713.680542,15.8027782,0.7700341,165.4472198,0.0046482,0.0035956,0.0040634,0.000762,0.0006685,0.000716,0.0114286,0.0078351,0.0100153,0.0002433,0.0001831,0.0018239,0.0014763,0.0016388,0.0080784,0.0101985,0.0038432,0.0074486,0.00208,0.0012075,0.0016527,0.0003718,0.0002625,0.0113576,0.0035544,0.007186,0.0008369,0.000624,0.000722,0.0053609,0.0023707,0.003986,0.0078171,0.0019553,0.0038289,0.0010793,0.0005737,0.0007388,0.0112574,0.0023617,0.0056877,0.0005497,0.0003393,0.0023853,0.0011135,0.0016637,0.0026505,0.006027,0.0021878,0.0048205,0.0046391,0.0009439,0.0017041,0.0013401,0.0004542,0.0111108,0.0017803,0.0043663,0.001853,0.000459,0.0007763,0.0096825,0.0017631,0.0036024,0.0014536,0.0037671,0.0057356,0.0007993,0.0017708,0.0029699,0.0006563,0.0103684,0.0010697,0.0031108,0.0035706,0.0003481,0.0008911,0.0104172,0.0013206,0.0032492,0.011554,0.0000977,0.0016307,0.0116517
1042,0.0034453,0.026976,0.0007262,0.0011825,0.0023484,0.0039258,1042,1569,356,0.995743,59.1027794,1755.952759,15.1000004,0.7636949,153.5444489,0.0041012,0.0035344,0.0039234,0.000764,0.0006834,0.00073,0.0161576,0.0076152,0.0104804,0.0002319,0.0001511,0.0017583,0.0015793,0.0016815,0.0078471,0.0106315,0.0050636,0.0073162,0.0020451,0.0013514,0.0016998,0.0003216,0.000227,0.0161547,0.0048968,0.0070892,0.000838,0.0006276,0.0007348,0.0073409,0.0027526,0.0038952,0.0102527,0.0022432,0.003791,0.0012985,0.0005854,0.0007495,0.0156338,0.0033186,0.0056062,0.0005721,0.0003258,0.0037549,0.0012581,0.0017199,0.0035958,0.005932,0.0023024,0.0048164,0.0048819,0.0010491,0.0017528,0.0010306,0.0004485,0.0155409,0.0020252,0.0043679,0.0017428,0.0004752,0.0007842,0.0125987,0.0019239,0.0035994,0.001442,0.0038411,0.0076063,0.000816,0.0018027,0.0045695,0.0006384,0.0144498,0.0010678,0.0032027,0.0048421,0.0003312,0.0008809,0.0147066,0.0012865,0.003301,0.0161576,0.0000483,0.0016824,0.0162059
1043,0.0040712,0.0252735,0.0007421,0.0012329,0.0025931,0.0043936,1043,1919,652,0.9964972,59.6805573,1788.236084,14.2944441,0.7448547,140.0944519,0.0047707,0.0036186,0.0042998,0.0007955,0.0006941,0.0007504,0.0228057,0.0090421,0.0127391,0.0002339,0.0001497,0.0019844,0.0015572,0.0018064,0.0092622,0.0128888,0.0050187,0.008062,0.0023711,0.001374,0.0018311,0.0003998,0.0002589,0.0226302,0.0047345,0.0078031,0.0009018,0.0006563,0.0007598,0.0058099,0.0030072,0.0042091,0.0103658,0.0024044,0.0041768,0.0012593,0.0006095,0.0007853,0.0225429,0.0031328,0.0059702,0.0006507,0.0003409,0.0031973,0.0012464,0.001849,0.0034261,0.0063111,0.0021305,0.0050887,0.0043991,0.0010433,0.0018956,0.0014594,0.000479,0.0223835,0.0017453,0.0046097,0.0019482,0.000516,0.0008446,0.0149919,0.001734,0.0038964,0.0013924,0.0040259,0.0084498,0.0007592,0.0019694,0.0031021,0.0007317,0.0219201,0.0009171,0.0032942,0.0035281,0.0003525,0.0009806,0.0199581,0.0011338,0.0034983,0.0228616,0.0000445,0.0018076,0.0229061
1044,0.0046019,0.0275044,0.0007419,0.0012366,0.0026569,0.0050891,1044,441,276,0.997977,60.836113,1855.008301,17.2138882,0.7812915,202.8194427,0.0072821,0.0038702,0.0049856,0.000857,0.0006844,0.0007569,0.0225421,0.0098459,0.0146872,0.0002262,0.0001361,0.0023861,0.001557,0.0018563,0.0098855,0.0148232,0.005155,0.0095666,0.0028184,0.0014536,0.0018822,0.0003657,0.0002658,0.0225421,0.0050072,0.0093008,0.0009972,0.0006698,0.0007673,0.0105408,0.0026829,0.0049438,0.014402,0.0022014,0.0047095,0.0012987,0.0005606,0.0007963,0.0221507,0.0032227,0.0072083,0.0006176,0.0003421,0.0035753,0.0011923,0.0019138,0.0034397,0.0075504,0.0022723,0.0057142,0.0054382,0.0009253,0.0020031,0.0010296,0.0004743,0.0220444,0.0017471,0.0052399,0.0019032,0.0004998,0.0008488,0.018487,0.0018126,0.0042814,0.0014729,0.0043807,0.0119327,0.0007698,0.0020983,0.0044147,0.0007371,0.0220444,0.0010169,0.0036436,0.0050354,0.0003819,0.0010099,0.0190997,0.0011408,0.0037786,0.0227287,0.0000396,0.0018058,0.0227683
1045,0.0053066,0.0358892,0.00076,0.0012655,0.002889,0.0060085,1045,1770,1767,0.9974684,60.3861122,1829.102783,15.4138889,0.7635411,161.1861115,0.0087126,0.0038872,0.0057975,0.0009036,0.0007016,0.0007797,0.0198199,0.0095084,0.0141134,0.0002471,0.0002115,0.0025859,0.0015683,0.0019408,0.0097015,0.0143249,0.0055054,0.0108507,0.0033219,0.0014239,0.0019866,0.000381,0.0002745,0.0198115,0.0052969,0.0105762,0.001078,0.0006662,0.0007912,0.0104494,0.0029768,0.0056054,0.0134895,0.0022641,0.0051998,0.0020846,0.0005974,0.0008277,0.0193077,0.002873,0.0078726,0.0007906,0.0003582,0.0057252,0.0012395,0.0020812,0.003137,0.0082307,0.0021595,0.0062902,0.009806,0.0010571,0.0021698,0.0014455,0.0004915,0.0193077,0.0017827,0.0057987,0.0024094,0.000515,0.0008841,0.0155783,0.0018876,0.0047427,0.0015783,0.0048076,0.0136505,0.0008511,0.0022938,0.0046844,0.000776,0.0173359,0.0010722,0.0040315,0.0067421,0.0004036,0.0010634,0.0180512,0.0013917,0.0041615,0.0198538,0.0001859,0.001862,0.0200397
1046,0.0039534,0.0451821,0.0007151,0.0011818,0.0032777,0.0100893,1046,1662,700,0.9998955,61.8611107,1913.611084,24.3055553,0.8512063,372.5888977,0.0150915,0.0038942,0.0081632,0.0009774,0.0006662,0.0007585,0.2002475,0.0123467,0.0636565,0.0003193,0.0002107,0.0036801,0.0014584,0.0021319,0.0124096,0.0638671,0.0050574,0.0210163,0.0064799,0.0012657,0.0024705,0.000499,0.0002813,0.2001064,0.0048376,0.020735,0.0017036,0.0006037,0.0008261,0.0247003,0.0024187,0.0072517,0.1280737,0.0020341,0.0078127,0.0048778,0.0005876,0.0009283,0.1997447,0.0030841,0.0127623,0.0027606,0.0003972,0.01064,0.0011112,0.002578,0.0034075,0.0131595,0.0020808,0.0090218,0.0160875,0.0009801,0.0027464,0.0077711,0.0006353,0.1995292,0.0017079,0.0083865,0.0093198,0.0004876,0.0011113,0.1539448,0.0016369,0.0067086,0.0012419,0.0066048,0.0243924,0.0007323,0.0028658,0.0139326,0.001058,0.1992588,0.0008111,0.0055468,0.0160011,0.000384,0.0014109,0.1840807,0.0011902,0.005656,0.2005039,0.0000629,0.0017954,0.2005668
1047,0.0061733,0.0627552,0.0010358,0.0022289,0.0074537,0.0159335,1047,199,1323,0.9998531,61.8083344,1910.44165,22.4777775,0.8402935,325.527771,0.0184791,0.0115152,0.0155392,0.001647,0.000881,0.0011496,0.1251882,0.040445,0.0912555,0.0002963,0.0002579,0.006168,0.0034278,0.0044272,0.0407384,0.0915133,0.0103205,0.0407395,0.0085483,0.0016431,0.0046543,0.000574,0.000362,0.1251518,0.0100218,0.0403776,0.0021436,0.0007127,0.0012759,0.0271856,0.0049131,0.0151135,0.0550457,0.0024499,0.0143117,0.0033288,0.0006041,0.0015038,0.1248445,0.0029897,0.0243769,0.0020278,0.0005703,0.0104319,0.0013298,0.0048526,0.0032926,0.0249472,0.0021238,0.0168598,0.0161613,0.0010407,0.0051738,0.003834,0.0009419,0.1216504,0.0016736,0.0159179,0.0070908,0.0004961,0.0017793,0.0686557,0.0016741,0.0125557,0.0015624,0.0119693,0.0336328,0.0007248,0.0055818,0.0125699,0.0018248,0.1212157,0.0012091,0.0101446,0.013542,0.0003655,0.0024656,0.1111189,0.0013864,0.01042,0.1253259,0.0001586,0.0043829,0.1254845
1048,0.0024668,0.025591,0.0007285,0.0011985,0.0025805,0.0051118,1048,630,2184,0.9988869,61.2638893,1879.080566,18.3916664,0.7864264,227.0749969,0.0069466,0.0037238,0.0049409,0.0008366,0.0006939,0.0007405,0.0227268,0.0080116,0.0134764,0.0002167,0.0001369,0.002153,0.0015473,0.0017727,0.0082283,0.0136134,0.0063121,0.0092073,0.0041899,0.0013623,0.0018525,0.0004048,0.0002535,0.0223987,0.0060841,0.0089538,0.0012051,0.0006503,0.0007568,0.0101344,0.0029262,0.0047745,0.0128747,0.0022603,0.0045738,0.0013887,0.0005948,0.000774,0.0223987,0.0030879,0.0070174,0.0007471,0.0003413,0.0052567,0.0012018,0.0018916,0.0034794,0.0073587,0.0020489,0.0056731,0.0075373,0.0010442,0.001957,0.0012669,0.0004713,0.0218035,0.0016826,0.0052018,0.0031348,0.000513,0.0008331,0.0177861,0.0018257,0.0042305,0.0015216,0.0043381,0.0133121,0.0007385,0.0020489,0.0042208,0.0007073,0.0204958,0.0009978,0.0036308,0.0047852,0.0003389,0.0009689,0.020662,0.0013151,0.0037404,0.0227268,0.0000767,0.0017497,0.0228035
1049,0.0019907,0.0523732,0.0007036,0.0011284,0.0024064,0.0048282,1049,1466,450,0.9984347,60.836113,1854.463867,16.4444447,0.765858,181.8222198,0.0056472,0.0044728,0.0048165,0.0007419,0.0006768,0.0007055,0.0148074,0.0111024,0.0129728,0.0002553,0.000112,0.0018409,0.0015458,0.0016584,0.0113577,0.0130848,0.0051495,0.0097395,0.0022205,0.001233,0.0016908,0.0003998,0.0002615,0.0145979,0.0048909,0.0094779,0.0009059,0.0006079,0.0007266,0.0073713,0.0024143,0.0045545,0.0099726,0.0020997,0.0042527,0.001067,0.0005707,0.0007437,0.0143403,0.0028514,0.0066437,0.0005376,0.0003394,0.0041813,0.0011129,0.0017608,0.0031484,0.0069831,0.0019377,0.0053155,0.0059718,0.000914,0.0018256,0.0014083,0.000452,0.0141341,0.0016457,0.0048635,0.0031277,0.0004923,0.0007966,0.0123403,0.001549,0.003997,0.0013826,0.0040404,0.0083423,0.0007544,0.0019241,0.0047295,0.000682,0.0134502,0.0009678,0.0033584,0.0048474,0.000396,0.0009319,0.0139789,0.0011058,0.0034861,0.0148074,0.0000512,0.0016526,0.0148585
1050,0.0043449,0.037249,0.0007313,0.0012409,0.0033131,0.0075096,1050,1580,446,0.9972847,60.1111107,1812.772217,14.2361107,0.7366407,137.9083405,0.0101538,0.004197,0.0068518,0.0008914,0.0006953,0.0007541,0.0499779,0.0095801,0.0265897,0.0002017,0.0001054,0.0033155,0.0016548,0.0021233,0.0096448,0.0266951,0.0053245,0.0143735,0.0041379,0.0012888,0.0021989,0.0004103,0.0002337,0.049826,0.0051317,0.0141398,0.0012525,0.00063,0.000806,0.0142483,0.0028149,0.0067123,0.0194911,0.0019353,0.0062531,0.001825,0.0005432,0.0008488,0.049826,0.0025725,0.0099027,0.0008901,0.0003488,0.0064198,0.0010297,0.0022728,0.0028445,0.0102515,0.0019707,0.0073343,0.0137955,0.0009122,0.0024099,0.0018039,0.0005022,0.0483757,0.0016643,0.0068321,0.0056748,0.0005104,0.0009273,0.0364226,0.0016443,0.0055446,0.0012029,0.0054736,0.0205242,0.0007547,0.0025873,0.0095812,0.0008417,0.0483579,0.000865,0.0046319,0.0105544,0.0003842,0.0011744,0.0454038,0.0010331,0.0047295,0.0501149,0.0000647,0.001908,0.0501796
1051,0.0024532,0.0451175,0.0007325,0.0012465,0.0037552,0.0102979,1051,180,2426,0.9982711,60.586113,1839.625,15.083333,0.7356557,155.0166626,0.0162112,0.0032587,0.008547,0.0010568,0.0006647,0.000803,0.0969848,0.0073667,0.0384704,0.000351,0.0002144,0.0045142,0.0014571,0.0024632,0.0074297,0.0386849,0.0051665,0.0218154,0.0068812,0.0012647,0.0026014,0.0004803,0.0003027,0.0969434,0.0050657,0.0215127,0.0019283,0.0005929,0.0008751,0.0239908,0.0025313,0.0080079,0.0585953,0.0019668,0.0079272,0.0023311,0.0005027,0.0009276,0.096818,0.0023701,0.013125,0.0009251,0.0004046,0.01224,0.0010099,0.0026935,0.0027006,0.0135296,0.0020037,0.0092303,0.0158186,0.0009574,0.0029038,0.0041706,0.000597,0.096818,0.0016295,0.0086333,0.0056042,0.0004881,0.0010912,0.078908,0.0016126,0.0068514,0.0012365,0.0067652,0.0344819,0.0006835,0.0030922,0.010917,0.0010136,0.0939068,0.0007155,0.0057515,0.0140601,0.000419,0.0013973,0.0912481,0.0011228,0.0057977,0.0972728,0.0000629,0.0019408,0.0973357
1052,0.0028089,0.0159531,0.0006797,0.0010524,0.0020271,0.0035121,1052,2147,353,0.9928327,57.8333321,1688.227783,17.0611115,0.7705381,194.827774,0.0038907,0.0031058,0.0034875,0.0007356,0.0006363,0.0006839,0.0212965,0.0068295,0.0121806,0.0002096,0.000108,0.0016627,0.0013344,0.0014881,0.0070391,0.0122886,0.0045884,0.0073362,0.0018378,0.0011689,0.0014971,0.0003465,0.0002312,0.0210667,0.0043583,0.007105,0.0008002,0.0005938,0.0006915,0.0092772,0.0021391,0.0036335,0.0148795,0.0018512,0.0033845,0.0009227,0.0005644,0.0007041,0.0210101,0.0025348,0.005013,0.0004343,0.0003044,0.0023043,0.0010884,0.0015244,0.002849,0.0053174,0.001994,0.004322,0.0093323,0.0009712,0.0015657,0.0007629,0.0004165,0.0210101,0.0015204,0.0039055,0.0012208,0.0004518,0.0007251,0.0186129,0.001522,0.0031807,0.001288,0.0034138,0.0160498,0.0007477,0.0016156,0.0032595,0.0005799,0.0198354,0.000945,0.0028339,0.0040334,0.0003457,0.0007993,0.0202368,0.0010523,0.0029255,0.0213325,0.0000411,0.0014779,0.0213735
1053,0.00407,0.0180223,0.0007261,0.0011666,0.0022498,0.0042765,1053,63,1689,0.9936832,58.0583344,1700.474976,18.4333324,0.8085741,225.3555603,0.0057662,0.003587,0.004262,0.0007661,0.0006803,0.000732,0.0217636,0.0068515,0.0112339,0.0002358,0.0002149,0.0018183,0.0015229,0.001678,0.0070528,0.0114488,0.0046081,0.0073768,0.0040747,0.00127,0.0017512,0.0003753,0.0002748,0.021629,0.0043889,0.007102,0.0009569,0.0006354,0.0007409,0.0120301,0.0027753,0.0040982,0.0158428,0.00215,0.0038679,0.0018284,0.0005814,0.0007642,0.021591,0.0032449,0.0057627,0.0008066,0.000345,0.0065767,0.0011835,0.0017628,0.0034854,0.0061077,0.002119,0.0049547,0.0106157,0.0010122,0.0017838,0.0028143,0.0004738,0.0199272,0.0018144,0.0044809,0.0040709,0.0005169,0.0008282,0.0186441,0.0017327,0.0036953,0.0014583,0.0039431,0.0130075,0.000838,0.0018251,0.0077937,0.0006848,0.0167707,0.0009632,0.0032583,0.0086527,0.0003936,0.0009274,0.019512,0.0013381,0.0033731,0.0217657,0.0002013,0.0016725,0.021967
1054,0.0041709,0.0131148,0.0008808,0.001598,0.0040987,0.007373,1054,162,388,0.9939957,58.3333321,1716.377808,21.0361118,0.8333101,299.2416687,0.0086376,0.004307,0.0070567,0.0010123,0.0007762,0.0009086,0.0378912,0.0084535,0.0208644,0.0003306,0.000225,0.0032411,0.0018098,0.002639,0.0085677,0.0210894,0.0063098,0.0124978,0.0052735,0.0014568,0.0027491,0.0004494,0.0003146,0.0376948,0.0060651,0.0121832,0.001266,0.0006863,0.0009407,0.0164343,0.0029614,0.006774,0.0219643,0.0024045,0.0064341,0.0031091,0.0006372,0.0010345,0.0374931,0.0038253,0.0093568,0.0008472,0.0004272,0.0072848,0.0013023,0.0028057,0.00407,0.009784,0.002179,0.0075133,0.0132829,0.0010449,0.0029428,0.0037388,0.0006787,0.036155,0.0017877,0.0068346,0.0044275,0.0005289,0.0012068,0.0303531,0.002003,0.0057924,0.0017323,0.0058674,0.0231123,0.000894,0.003025,0.0073075,0.0011846,0.0325348,0.0011692,0.0046829,0.0095716,0.0004515,0.001559,0.0358128,0.0014185,0.0051305,0.0380025,0.0001142,0.0024806,0.0381167
1055,0.0034241,0.024788,0.0007144,0.0011391,0.0021282,0.0037519,1055,1278,2478,0.9932012,58.1916656,1708.224976,16.375,0.777465,178.5861053,0.0039681,0.0032873,0.0037414,0.0007229,0.0006926,0.0007147,0.009513,0.0064002,0.0076577,0.0002182,0.0001167,0.0016571,0.0015078,0.0016101,0.0064765,0.0077745,0.0046095,0.0061451,0.0019519,0.001376,0.0016123,0.0003454,0.0002347,0.0092351,0.0043364,0.0059103,0.000806,0.0006399,0.0007196,0.0049422,0.002597,0.0036517,0.0060296,0.0022808,0.0035337,0.0010665,0.000587,0.0007353,0.0091232,0.0027104,0.0050404,0.0004867,0.0003279,0.0023341,0.001259,0.0016159,0.0030557,0.0053682,0.0024256,0.0045259,0.003418,0.0010643,0.0016366,0.0011128,0.0004454,0.0089829,0.0020578,0.0040805,0.0017978,0.0004816,0.000768,0.0071706,0.0018749,0.0033562,0.0015133,0.0036129,0.0056444,0.0007745,0.0016784,0.0020888,0.0006297,0.0087464,0.000967,0.0029832,0.0023415,0.0003542,0.0008519,0.0082567,0.0013049,0.0030871,0.009513,0.0000438,0.0016081,0.0095569
1056,0.0031694,0.0224735,0.000662,0.0010142,0.0018996,0.0030022,1056,945,2462,0.9938285,58.3416672,1716.236084,17.4805565,0.8053898,203.4694519,0.0032584,0.0026247,0.0029709,0.0006977,0.0006412,0.0006647,0.0083097,0.0055391,0.0070793,0.0002209,0.0001108,0.0015376,0.0012971,0.0014107,0.0056389,0.00719,0.0044101,0.0056738,0.0016999,0.0011872,0.00142,0.0003222,0.0002278,0.0082404,0.0042325,0.005446,0.0007475,0.0006042,0.0006676,0.0042543,0.0022518,0.0029528,0.0048577,0.0018582,0.0028987,0.0008095,0.000555,0.0006751,0.008217,0.0025255,0.0044147,0.0004501,0.0003044,0.002054,0.0010607,0.0014284,0.0028273,0.0047191,0.0019653,0.0038383,0.0024648,0.0009128,0.0014422,0.0006589,0.000401,0.0081127,0.001467,0.0034372,0.0012007,0.0004727,0.0006947,0.0049862,0.0015985,0.0028109,0.001173,0.0030618,0.0037166,0.0007728,0.0014729,0.0016297,0.0005528,0.0076661,0.0009187,0.002509,0.0018313,0.000344,0.0007542,0.0074085,0.0011041,0.002618,0.0084805,0.00005,0.001406,0.0085306
