OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,orig_S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
1015,0.0047507,0.0599936,0.0007169,0.0011602,0.0023737,0.0047594,1015,282,1947,0.9999116,61.913887,1916.830566,29.75,0.8815831,508.1388855,0.0072494,0.0034402,0.0046629,0.0007624,0.000676,0.0007219,0.0523556,0.0068458,0.0193826,0.0002144,0.0001412,0.0019882,0.0015409,0.0017054,0.0069547,0.0195238,0.004798,0.0094706,0.0043724,0.0012411,0.0017995,0.0003785,0.0002261,0.0521916,0.0045836,0.0092445,0.0011589,0.0006157,0.0007444,0.015737,0.0029168,0.004577,0.0262455,0.001956,0.0042653,0.0016707,0.0005332,0.0007732,0.0519671,0.0025155,0.0065684,0.0006543,0.0003212,0.0080942,0.0011438,0.0018449,0.0027295,0.0068896,0.0021512,0.0054265,0.0124644,0.0009596,0.0018832,0.0035021,0.0004712,0.0518651,0.0018514,0.0049553,0.0050041,0.000504,0.0008296,0.0375278,0.0017533,0.004009,0.0014911,0.0041752,0.0232005,0.0007801,0.0019494,0.0143173,0.0007153,0.0512351,0.0010849,0.00346,0.015176,0.0003819,0.0009704,0.0464296,0.001266,0.0035717,0.0525297,0.0000404,0.0016808,0.0525701
1016,0.0064898,0.0664425,0.0007602,0.0013459,0.0048647,0.0109992,1016,1851,1203,0.999913,61.9166679,1917,29.4750004,0.8749126,504.1583252,0.0138313,0.0036597,0.008794,0.0011509,0.0006523,0.0008699,0.1332474,0.0106813,0.0654411,0.0002939,0.0001331,0.0047722,0.0014177,0.0030877,0.0107712,0.0655742,0.0058541,0.0299923,0.0075743,0.0011943,0.0031411,0.0006459,0.0003236,0.1328093,0.0055549,0.0296687,0.0024464,0.0006131,0.001054,0.0227229,0.0022849,0.0085703,0.0528169,0.0019197,0.008476,0.003238,0.0005575,0.001118,0.1328093,0.0022563,0.0157189,0.0018281,0.0004439,0.0085085,0.0011009,0.0032547,0.0025324,0.0161628,0.0018195,0.0105338,0.0134411,0.000895,0.0033985,0.0050123,0.0007067,0.1324813,0.00146,0.0098271,0.0068398,0.0004777,0.0013116,0.1082566,0.0015579,0.0077612,0.001207,0.0074596,0.0245714,0.0006922,0.0035835,0.0103196,0.0012488,0.1324813,0.0007764,0.0062108,0.0114285,0.0003213,0.0016971,0.1218971,0.0011492,0.0064949,0.1333007,0.0000476,0.0021736,0.1333483
1017,0.0078295,0.0975104,0.0006858,0.0011069,0.0025277,0.0060315,1017,656,1965,0.999913,61.9000015,1915.983276,28.9833336,0.8766179,490.1666565,0.0068138,0.0047909,0.0059787,0.000716,0.0006458,0.0006886,0.0519574,0.0202623,0.0361648,0.0001793,0.0001185,0.0017886,0.0014712,0.0016549,0.0204416,0.0362833,0.0046897,0.0126566,0.004591,0.0011005,0.0018578,0.000366,0.0002345,0.0516605,0.0044902,0.012422,0.0011842,0.0005706,0.0007308,0.0167471,0.0020003,0.0055055,0.0245409,0.0017265,0.0050137,0.0016526,0.0004901,0.0007753,0.0514858,0.0026654,0.0081945,0.0007251,0.0003339,0.0052206,0.0009986,0.0019555,0.0029353,0.0085284,0.0019179,0.00606,0.012796,0.0008602,0.0020773,0.0017126,0.0004658,0.0509058,0.0014774,0.0055942,0.0034926,0.0004492,0.0008484,0.0380455,0.0016032,0.0044991,0.00113,0.0045057,0.0189396,0.0006943,0.0021662,0.0071847,0.0007628,0.0507797,0.000682,0.0037429,0.0086836,0.0003433,0.0010401,0.0452678,0.0010141,0.0039023,0.0519574,0.0000691,0.0016478,0.0520265
1018,0.0074066,0.0474408,0.0006248,0.0009399,0.0018377,0.0032473,1018,188,58,0.999916,61.9222221,1917.338867,28.8666668,0.8777871,486.1277771,0.0040203,0.0024127,0.003109,0.0006723,0.0006015,0.0006292,0.0097267,0.0058987,0.0076234,0.0001844,0.0001162,0.0015626,0.0011981,0.0013334,0.0060831,0.0077397,0.0035208,0.0061239,0.001969,0.0011135,0.0013469,0.0002987,0.0002158,0.0095237,0.0033368,0.0059081,0.0007819,0.0005839,0.0006342,0.0050562,0.0020905,0.0030364,0.0058907,0.0018498,0.0029756,0.0009199,0.0005133,0.0006412,0.0094219,0.0022972,0.0046993,0.0004468,0.0002832,0.0026353,0.00103,0.001361,0.0025481,0.0049824,0.0018406,0.0039012,0.0037577,0.0008425,0.0013942,0.0007884,0.000382,0.0092002,0.0015199,0.0035192,0.0015598,0.0004483,0.0006667,0.0083172,0.0015251,0.0028272,0.0010911,0.0029907,0.004974,0.0007086,0.0014385,0.0026328,0.0005414,0.0091459,0.0007707,0.0024493,0.0032506,0.0003244,0.0007371,0.008926,0.0009852,0.0025633,0.0097694,0.0000333,0.0013143,0.0098027
1019,0.0096187,0.055564,0.0006905,0.0010861,0.0021961,0.0043961,1019,897,1680,0.9999204,61.9305573,1917.847168,28.8611107,0.8704839,488.2277832,0.0056268,0.0032481,0.0041765,0.0007514,0.0006624,0.0006949,0.0226013,0.0078501,0.0131559,0.0001867,0.0001167,0.0019378,0.0014198,0.0015923,0.0080101,0.0132726,0.0041346,0.0088727,0.0024714,0.0011508,0.0016163,0.0003136,0.0002321,0.0223812,0.0041031,0.0086406,0.0009157,0.0006049,0.0007086,0.0072742,0.0022607,0.0040265,0.011887,0.0019308,0.0039078,0.0010366,0.0005583,0.0007231,0.0222224,0.0021431,0.0059044,0.0005335,0.0003223,0.0036858,0.0010493,0.0016721,0.0025128,0.0062267,0.0019142,0.004815,0.0063153,0.0009032,0.0017304,0.0012157,0.0004401,0.0214743,0.0015636,0.0043749,0.0019879,0.0004944,0.0007689,0.0194793,0.0015351,0.0036079,0.0012478,0.0037263,0.0136028,0.000766,0.0017959,0.0037297,0.0006467,0.0204941,0.0008064,0.0030797,0.0047514,0.0003542,0.0008848,0.0206789,0.001182,0.0032236,0.0226585,0.0000315,0.0015676,0.0226899
1020,0.0094774,0.096984,0.0007139,0.0011756,0.0026881,0.0055748,1020,764,1501,0.9999464,61.9305573,1917.813843,28.6055565,0.8711284,479.6333313,0.008084,0.0035399,0.0054703,0.0007972,0.0006474,0.0007247,0.029003,0.0088981,0.0166658,0.0002144,0.0001146,0.0022425,0.0014529,0.0017988,0.0089934,0.0167804,0.0048716,0.0103632,0.0042636,0.0012677,0.00193,0.0004746,0.0002425,0.0285909,0.0046833,0.0101207,0.0013098,0.000603,0.000762,0.013131,0.0028357,0.0050654,0.0210122,0.0019058,0.0048539,0.0019103,0.0005591,0.0007946,0.0281834,0.0023788,0.0072405,0.000882,0.0003369,0.007256,0.0010731,0.001976,0.0026888,0.0075774,0.0020257,0.0057509,0.0108317,0.0008535,0.0020709,0.0027145,0.0004702,0.0281834,0.0016891,0.0052807,0.0041232,0.0004795,0.000866,0.0255935,0.0016844,0.0043738,0.0012393,0.0044306,0.0213668,0.0007201,0.0021708,0.008147,0.0007711,0.0252525,0.0009293,0.0036595,0.0108317,0.0003339,0.0010562,0.0275732,0.0011372,0.0038427,0.029003,0.0000624,0.0017506,0.0290655
1021,0.0096789,0.087955,0.000754,0.0013441,0.0042594,0.0103533,1021,925,671,0.9999217,61.9000015,1915.966675,27.7361107,0.871208,456.8305664,0.012712,0.0042166,0.0094861,0.0009058,0.0006539,0.0007969,0.0560387,0.0109283,0.0324437,0.0002201,0.0001925,0.0031664,0.0015542,0.0024003,0.0111484,0.0326361,0.0053002,0.0180683,0.0056522,0.0011128,0.0027659,0.0003959,0.0002823,0.0558765,0.0050684,0.017786,0.0015257,0.0005668,0.0008922,0.0209074,0.0026328,0.0083774,0.0313059,0.00188,0.0077643,0.0021939,0.000535,0.0009917,0.0558765,0.0021092,0.0120808,0.0010123,0.0003958,0.0097123,0.0010032,0.0028983,0.0024028,0.0124765,0.0020081,0.009048,0.0130463,0.0008552,0.0030864,0.0029074,0.0006489,0.0550995,0.001691,0.0083991,0.0051723,0.0004921,0.0011914,0.0445506,0.0015586,0.0068181,0.0013301,0.0066997,0.0217046,0.0007655,0.0032811,0.0088798,0.0011784,0.0542752,0.0007951,0.0055213,0.0104312,0.0003524,0.0015699,0.0499801,0.0012077,0.0058211,0.0561199,0.0001352,0.0021272,0.0562551
1022,0.0122585,0.0445577,0.0007256,0.0012197,0.0032951,0.0072322,1022,1102,1133,0.9998271,61.830555,1911.863892,26.6555557,0.8642192,430.6777649,0.0098409,0.0036753,0.0064616,0.0010054,0.0006492,0.0007801,0.0720851,0.0182463,0.0354966,0.0001319,0.0001042,0.0033088,0.0013915,0.0020953,0.0183782,0.0356008,0.005018,0.0161441,0.0041743,0.001228,0.0022065,0.0004345,0.0002512,0.0717401,0.0048775,0.0158929,0.0013267,0.000609,0.0008375,0.0133217,0.0023961,0.0062864,0.0354588,0.0020209,0.0061102,0.0019236,0.0005589,0.0008777,0.0716625,0.0026881,0.0101285,0.000964,0.0003563,0.0060135,0.0011336,0.0023093,0.0029483,0.0104848,0.0019406,0.0073559,0.0127392,0.0008866,0.002414,0.002125,0.0005303,0.0716625,0.0015971,0.0068255,0.0036904,0.0004963,0.0009788,0.0561093,0.0015524,0.0053828,0.0012771,0.0054016,0.0259392,0.0007242,0.0025718,0.0082272,0.0008936,0.0680071,0.0007416,0.004508,0.0090705,0.0003734,0.0012193,0.064578,0.0011588,0.0046502,0.0720851,0.0000576,0.0018646,0.0721427
1023,0.00821,0.0294105,0.0006293,0.0009349,0.0017971,0.0027749,1023,261,586,0.9999204,61.9305573,1917.847168,28.544445,0.8856282,475.5444336,0.0035626,0.0021964,0.0027653,0.0006777,0.0005911,0.0006346,0.007595,0.0057198,0.0065168,0.0000494,0.000044,0.0015088,0.0011563,0.0013268,0.0057609,0.0065608,0.0030698,0.0054786,0.001716,0.0010574,0.00133,0.0003441,0.000198,0.0073987,0.0030204,0.0052807,0.000767,0.0005564,0.0006374,0.0039979,0.0019561,0.0027905,0.0047968,0.0016721,0.0027195,0.0009099,0.0005171,0.0006452,0.007287,0.0017647,0.0041991,0.0004887,0.0002859,0.0021211,0.0009441,0.0013478,0.0020451,0.004485,0.0018289,0.0035843,0.0029432,0.0008727,0.001362,0.0009084,0.0003937,0.0071571,0.0014681,0.0031906,0.0012431,0.0004458,0.0006658,0.005658,0.0015573,0.0025975,0.0010475,0.0027898,0.0043539,0.0006841,0.0013878,0.0019004,0.0005478,0.0068066,0.0008329,0.002242,0.0021174,0.0003368,0.0007344,0.0067936,0.0009333,0.0023951,0.0075984,0.0000411,0.0013107,0.0076395
1024,0.0098421,0.0489833,0.0006636,0.001007,0.001928,0.0031782,1024,1945,629,0.9999276,61.9444427,1918.694458,28.7666664,0.8798476,482.6277771,0.0034016,0.0029584,0.003167,0.0006728,0.0006479,0.0006638,0.0092083,0.007614,0.0082142,0.0001869,0.0000949,0.0014729,0.0013679,0.0014194,0.0077003,0.0083091,0.0037986,0.0061752,0.0019875,0.0011954,0.0014293,0.0003205,0.0002277,0.0090407,0.0035769,0.0059475,0.0007818,0.0006196,0.0006681,0.0046404,0.0022255,0.0031015,0.0063547,0.001822,0.0030715,0.0009118,0.0005408,0.0006756,0.0087813,0.0025594,0.0047476,0.0004998,0.0003013,0.0022381,0.0010136,0.0014366,0.0028362,0.005049,0.0019131,0.0040437,0.0030386,0.0008396,0.0014586,0.0006984,0.0004014,0.0086397,0.0014729,0.0036422,0.0012615,0.0004665,0.0006946,0.0079345,0.0015447,0.0029532,0.0012809,0.0031465,0.0048954,0.0007087,0.0015043,0.0014786,0.0005535,0.0086397,0.0007833,0.002593,0.0018507,0.0003555,0.0007594,0.0086317,0.0010969,0.0026899,0.009247,0.0000341,0.0014169,0.0092811
1025,0.0098342,0.0652221,0.0006505,0.0010103,0.001994,0.0036899,1025,1372,216,0.999958,61.9527779,1919.169434,28.6499996,0.8801295,476.9500122,0.0050115,0.0025193,0.0036896,0.0006852,0.0006118,0.0006546,0.0375975,0.0054562,0.0149018,0.0002034,0.0001132,0.0015776,0.0012668,0.0014444,0.0056175,0.015015,0.0052028,0.0077426,0.0026283,0.001181,0.0014714,0.0002951,0.0002004,0.0373566,0.0049904,0.0075422,0.0008708,0.0005965,0.0006623,0.0224312,0.0023988,0.0040483,0.0251164,0.0018669,0.0038551,0.0013365,0.0005045,0.0006813,0.0372637,0.0023757,0.0060437,0.0005588,0.0003007,0.0040609,0.000985,0.0015074,0.0026619,0.0063444,0.0015511,0.0047246,0.0125957,0.0009052,0.001574,0.0010254,0.000402,0.0369866,0.0013921,0.0043227,0.0023921,0.0004396,0.000713,0.0335334,0.0013252,0.0034935,0.0011953,0.0035053,0.0226237,0.0006917,0.0016672,0.0141664,0.0006068,0.0369866,0.0008051,0.0028985,0.0150584,0.0003509,0.0008351,0.0362087,0.0009681,0.0030149,0.0376081,0.0000389,0.0014331,0.037647
1026,0.0091528,0.0601711,0.000684,0.0010781,0.0021184,0.0037434,1026,1044,1138,0.9999508,61.9388885,1918.322266,27.9861107,0.8810007,458.3361206,0.0040572,0.0035073,0.0037294,0.0007211,0.0006649,0.0006862,0.010624,0.0073913,0.0085352,0.0001938,0.0001423,0.0016714,0.0014532,0.0015504,0.00751,0.0086775,0.0046631,0.0066482,0.0019636,0.0012751,0.0015654,0.00036,0.0002276,0.0105389,0.0044663,0.0064206,0.0008015,0.0006112,0.0006909,0.0052647,0.0025956,0.0036396,0.0070243,0.0019944,0.0035201,0.0010177,0.0005624,0.000706,0.010397,0.0028934,0.0051518,0.0005883,0.0003119,0.0022759,0.0010981,0.0015764,0.0031583,0.0054636,0.0019838,0.0043831,0.0041948,0.0009489,0.0016187,0.0010803,0.0004295,0.010397,0.00162,0.0039536,0.0017232,0.000429,0.000756,0.0090489,0.001616,0.0032816,0.0012473,0.0034471,0.0060949,0.0007134,0.0016704,0.003399,0.0006307,0.0101586,0.0007492,0.0028164,0.003982,0.0003368,0.0008546,0.010377,0.0010778,0.0029673,0.0106366,0.0001187,0.0015505,0.0107552
1027,0.0141483,0.0430675,0.0007496,0.0012696,0.0031129,0.0065503,1027,299,772,0.9999174,61.9083328,1916.491699,27.2305565,0.871734,440.2527771,0.0081802,0.0045715,0.0064703,0.0008171,0.0006738,0.000764,0.0236226,0.0107167,0.0158881,0.0002155,0.0001442,0.002165,0.001533,0.0019307,0.0108179,0.0160323,0.0053199,0.0115554,0.0045095,0.0012802,0.0020852,0.0004077,0.0002554,0.0234168,0.005171,0.0113,0.0011872,0.0006335,0.0007911,0.0134438,0.0026658,0.0058708,0.0169639,0.0019241,0.0054629,0.0027443,0.0005543,0.0008494,0.023045,0.0026943,0.0083119,0.0007261,0.0003522,0.008383,0.0011342,0.0021726,0.0030212,0.0086641,0.002167,0.0066174,0.0089654,0.001011,0.0022761,0.0025192,0.0005102,0.0217781,0.0017949,0.0061072,0.0040298,0.0004978,0.0009307,0.019223,0.0017989,0.0050047,0.001424,0.0050626,0.0157282,0.0007578,0.0023954,0.0072875,0.0008236,0.0177566,0.0009738,0.004239,0.008257,0.0004037,0.0011301,0.0209586,0.0012506,0.00439,0.0236226,0.0000767,0.0019048,0.0236992
1028,0.0098396,0.0401283,0.0007591,0.0013078,0.0034839,0.0072583,1028,2460,2314,0.9999086,61.8916664,1915.474976,25.8277779,0.8624255,408.3444519,0.0099621,0.0060503,0.0070845,0.0008055,0.0007353,0.0007623,0.034114,0.0130409,0.0193661,0.0002391,0.0001761,0.0024082,0.0018886,0.0020329,0.01328,0.0195422,0.0061787,0.0130343,0.005238,0.001363,0.0022569,0.0004401,0.0002811,0.0339488,0.0059545,0.0127532,0.0013627,0.000647,0.0008263,0.0151116,0.0034121,0.0065437,0.0215295,0.0022671,0.0062391,0.0018097,0.000613,0.0008753,0.0337157,0.0028296,0.0096276,0.0009023,0.0003711,0.0066574,0.0012241,0.0023175,0.0031736,0.0099987,0.0019834,0.0073159,0.0156385,0.0009021,0.0024798,0.0023177,0.0005353,0.0327944,0.0017281,0.0067806,0.0039034,0.0004555,0.0009738,0.0306717,0.0016552,0.0055505,0.0014019,0.005502,0.022212,0.0006995,0.0026197,0.0111832,0.0008862,0.0320203,0.0009152,0.0046158,0.011635,0.0003639,0.0012117,0.0338757,0.0011175,0.00479,0.0342896,0.0000333,0.001994,0.0343229
1029,0.0023838,0.0158749,0.0006807,0.001069,0.0021106,0.0042697,1029,1519,335,0.996609,59.580555,1786.569458,19.3972225,0.8071259,253.6916656,0.0052066,0.003176,0.0041272,0.0007552,0.000644,0.0006874,0.014252,0.0077058,0.0109634,0.000197,0.0001162,0.0018424,0.0013358,0.0015452,0.0077447,0.0110796,0.0051892,0.0078875,0.002233,0.0012229,0.0015768,0.0003825,0.0002258,0.0140665,0.0048779,0.0076617,0.0008466,0.0006015,0.0006949,0.0093424,0.002402,0.0039552,0.0113641,0.001849,0.0036531,0.0014513,0.000577,0.0007173,0.0139046,0.0027695,0.0056719,0.0005602,0.0003162,0.0045559,0.001105,0.0016457,0.0030847,0.0059881,0.0019359,0.0046734,0.0071081,0.0009665,0.001686,0.00269,0.0004401,0.0138153,0.0015118,0.0042333,0.0034355,0.0005043,0.0007707,0.0120297,0.0016269,0.0034716,0.0013304,0.0035963,0.0093397,0.0007744,0.0017467,0.0040737,0.0006515,0.0126559,0.0007813,0.0029447,0.0055302,0.0003594,0.0008884,0.0134232,0.0012474,0.0030896,0.0144101,0.0000389,0.00153,0.014449
1030,0.0032572,0.0350475,0.0006942,0.0011021,0.0021708,0.0042591,1030,138,2022,0.9956554,59.0111122,1754.405518,17.4305553,0.7886481,201.3361053,0.0047399,0.0029233,0.0041461,0.0007369,0.0006643,0.0006967,0.0105122,0.0060432,0.0090315,0.0001916,0.0001181,0.0017796,0.0014303,0.0015987,0.0061214,0.0091496,0.0047286,0.0072068,0.0025191,0.0012611,0.0016254,0.0003529,0.0002513,0.0103657,0.0045369,0.0069555,0.0008846,0.0006059,0.0007071,0.0061405,0.0025021,0.0038961,0.0071232,0.0021332,0.0037683,0.0009456,0.0005712,0.0007207,0.0102754,0.0025857,0.0057239,0.000529,0.0003251,0.0028131,0.0010784,0.0016398,0.0028821,0.006049,0.0020014,0.0047835,0.0044287,0.0009454,0.0016843,0.0010234,0.0004409,0.0102754,0.0016585,0.0043427,0.0017057,0.0005159,0.0007609,0.0088127,0.0016283,0.0035517,0.0013669,0.0036835,0.006018,0.0007544,0.0017569,0.0029984,0.0006459,0.00998,0.0008971,0.0030376,0.0034993,0.0003489,0.0008768,0.009775,0.0011769,0.0031667,0.0105122,0.0000763,0.0015886,0.0105885
1031,0.0025984,0.0281842,0.0006554,0.001014,0.0020327,0.0039843,1031,964,90,0.9939179,58.4416656,1723.19165,16.419445,0.7712283,179.4972229,0.0042714,0.0034436,0.0039559,0.0006823,0.0006271,0.0006582,0.0170513,0.0099736,0.0125517,0.0002091,0.0001256,0.0016066,0.0013024,0.0014685,0.0100132,0.0126773,0.0043206,0.0075874,0.0024891,0.001146,0.0015063,0.0003453,0.0002402,0.016802,0.0041116,0.0073473,0.0010288,0.0005768,0.0006791,0.0080337,0.0021749,0.0037104,0.0120583,0.0016566,0.0034479,0.0012491,0.0005123,0.0006961,0.0165662,0.0021933,0.0051649,0.0005666,0.0003187,0.0037903,0.0009789,0.001554,0.002344,0.0054837,0.0017133,0.0042475,0.0052699,0.0008881,0.0016172,0.0016684,0.0004339,0.0164067,0.0012025,0.0038136,0.0020526,0.0004562,0.0007425,0.0137768,0.0014951,0.0031897,0.0012153,0.0033283,0.0105219,0.0007237,0.0016641,0.0036784,0.0006428,0.015511,0.0006549,0.0026855,0.0042039,0.0003357,0.0008604,0.0153782,0.0011038,0.0028843,0.0170931,0.0000396,0.0014568,0.0171327
1032,0.0037373,0.024866,0.0006872,0.0010921,0.0021583,0.004005,1032,1187,251,0.9931921,58.0527763,1701.041626,15.9916668,0.7580453,170.1305542,0.0045792,0.0036991,0.0039669,0.0007272,0.0006661,0.0006897,0.0117742,0.0083953,0.0105314,0.0001791,0.0001369,0.0017431,0.0014854,0.0015674,0.00857,0.0106682,0.0040189,0.0071794,0.0020958,0.0012015,0.0015838,0.0003738,0.0002399,0.0115075,0.0037845,0.0069395,0.0008625,0.0005888,0.0007037,0.0053582,0.002445,0.0037122,0.0068672,0.0019419,0.0035878,0.0011313,0.0005393,0.00072,0.0112841,0.0027227,0.0053585,0.0005972,0.0003216,0.0027262,0.0010128,0.0016077,0.0029817,0.0056801,0.0017173,0.0045019,0.0048532,0.0008679,0.0016659,0.0011384,0.0004342,0.0112034,0.0013652,0.0040677,0.0018575,0.0004887,0.0007668,0.0093086,0.0013286,0.0033525,0.0012476,0.0034994,0.0070811,0.0007313,0.0017251,0.0035402,0.0006439,0.0112034,0.0008359,0.0028556,0.0042255,0.0003807,0.0008789,0.0105754,0.0010142,0.0030266,0.0117946,0.0000867,0.0015625,0.0118813
1033,0.0041789,0.0481688,0.0007161,0.0011914,0.0026762,0.0051165,1033,1376,1036,0.9960638,59.5555573,1785.43335,17.8833332,0.812021,212.4055481,0.0064398,0.0032843,0.0048226,0.0008854,0.0006394,0.0007467,0.0186005,0.0079956,0.0124477,0.0002105,0.000102,0.0022856,0.0013699,0.0018098,0.008206,0.0125497,0.0056556,0.0097217,0.0030054,0.0012861,0.0018551,0.0003879,0.0002549,0.0182971,0.0054407,0.0094668,0.001006,0.0006231,0.0007623,0.0082495,0.0027683,0.0046826,0.0114242,0.0020534,0.0045257,0.0014588,0.0005342,0.0007896,0.0180345,0.0026899,0.0070066,0.0006264,0.0003494,0.0039971,0.0010916,0.0018964,0.0030108,0.007356,0.0022237,0.0056458,0.0071078,0.0008858,0.0019863,0.0012213,0.0004776,0.0175922,0.0018272,0.0051682,0.0019832,0.0004611,0.000842,0.0143469,0.0016164,0.004203,0.0012635,0.0043269,0.0094742,0.0007329,0.0020695,0.0039659,0.0007283,0.0175922,0.0008271,0.0035986,0.0048375,0.0003437,0.0009907,0.0170235,0.0012156,0.0037296,0.0186005,0.0000389,0.0017741,0.0186394
1034,0.0036704,0.0442242,0.0007234,0.0011645,0.0023371,0.0046176,1034,2406,609,0.99444,58.9861107,1754.080566,16.705555,0.7932293,185.7666626,0.0069295,0.0035062,0.0044953,0.000764,0.0007061,0.0007253,0.017504,0.0064914,0.010144,0.0002094,0.0001391,0.0019874,0.0015516,0.0016943,0.0065561,0.0102831,0.0044296,0.0081544,0.0041686,0.0012676,0.0017682,0.0003628,0.0002601,0.0174258,0.0043649,0.0078943,0.0012594,0.0006466,0.0007462,0.009183,0.0025451,0.0042934,0.013368,0.0021732,0.0041481,0.0015943,0.000606,0.0007597,0.0174258,0.003084,0.0059334,0.0005755,0.0003332,0.0046042,0.001183,0.0017974,0.0033857,0.0062665,0.0020855,0.0051086,0.0068155,0.0010827,0.0018516,0.0017867,0.0004509,0.0170999,0.0017956,0.0046577,0.0026295,0.0004935,0.000811,0.0158207,0.0017501,0.0038544,0.0015867,0.0040162,0.0122165,0.0007634,0.0019139,0.0047994,0.0006835,0.0156887,0.0010037,0.0033328,0.0061146,0.0003516,0.0009364,0.0168426,0.0012801,0.0034505,0.0176486,0.0000647,0.0016792,0.0177133
1035,0.0037371,0.0354174,0.0007006,0.0011202,0.0021552,0.0037536,1035,2168,2301,0.993689,58.544445,1728.900024,15.9833336,0.7798761,168.5666656,0.0041728,0.0032841,0.0037156,0.0007313,0.0006756,0.0007026,0.0087771,0.0069876,0.0077721,0.0002597,0.0001121,0.0017226,0.001461,0.0015984,0.0071527,0.0078842,0.0045084,0.0064382,0.001994,0.0013044,0.0016157,0.0003614,0.0002325,0.0087771,0.0042397,0.0062058,0.0008188,0.0006404,0.0007069,0.0048718,0.002452,0.0035833,0.0052939,0.0021333,0.0034497,0.0009477,0.00059,0.00072,0.0084008,0.0026678,0.0050694,0.0005066,0.0003266,0.0024305,0.0012032,0.0016323,0.0029566,0.0053959,0.0021479,0.0044011,0.0038072,0.001029,0.0016633,0.0007806,0.0004334,0.0082032,0.0017403,0.0039678,0.0014095,0.0005184,0.0007551,0.0068063,0.0017751,0.00328,0.0014811,0.0035078,0.0049093,0.0008088,0.0017055,0.0022363,0.0006317,0.0078582,0.000979,0.0028761,0.0034533,0.0003785,0.0008592,0.0073487,0.0011981,0.0030026,0.0087794,0.0000506,0.0015914,0.00883
