OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
1952,0.0037864,0.0278576,0.0006803,0.0010544,0.0020896,0.0040139,1952,1949,0.9975722,61.3722229,1887.8833008,23.2722225,0.8118374,374.1444397,0.0046649,0.0031794,0.0038872,0.0007354,0.0006529,0.0006818,0.0197920,0.0112291,0.0141642,0.0002098,0.0001179,0.0017110,0.0014238,0.0015128,0.0113827,0.0142821,0.0040721,0.0074318,0.0032267,0.0012013,0.0015847,0.0003454,0.0002163,0.0197234,0.0039744,0.0072155,0.0009889,0.0006001,0.0007000,0.0068670,0.0022412,0.0036181,0.0134266,0.0016598,0.0035542,0.0017834,0.0005225,0.0007378,0.0191494,0.0019097,0.0054289,0.0008143,0.0003217,0.0041710,0.0009571,0.0016102,0.0020632,0.0057507,0.0016205,0.0044277,0.0052009,0.0008394,0.0016444,0.0022246,0.0004542,0.0191494,0.0013109,0.0039735,0.0027502,0.0004917,0.0007827,0.0171089,0.0013106,0.0032991,0.0011799,0.0034522,0.0106155,0.0007711,0.0016904,0.0031745,0.0006462,0.0191494,0.0007047,0.0028060,0.0039736,0.0003370,0.0008816,0.0190858,0.0010645,0.0029805,0.0198195,0.0000404,0.0015069,0.0198598
1953,0.0025724,0.0295381,0.0007219,0.0011665,0.0025733,0.0051531,1953,1237,0.9975288,61.3250008,1885.0305176,21.3944435,0.7955645,319.1444397,0.0098845,0.0030637,0.0054276,0.0008310,0.0006680,0.0007360,0.0254218,0.0074664,0.0137499,0.0001815,0.0001493,0.0023316,0.0014069,0.0017746,0.0076095,0.0138992,0.0045983,0.0102012,0.0043115,0.0012551,0.0018686,0.0004210,0.0002444,0.0252240,0.0043691,0.0099568,0.0013258,0.0006262,0.0007765,0.0191569,0.0026739,0.0050494,0.0216056,0.0021073,0.0047203,0.0016244,0.0005904,0.0007972,0.0251665,0.0027111,0.0071075,0.0007137,0.0003361,0.0070957,0.0011790,0.0019372,0.0031147,0.0074436,0.0019282,0.0058472,0.0111296,0.0009413,0.0019925,0.0016878,0.0004726,0.0251665,0.0015853,0.0053746,0.0024272,0.0004768,0.0008461,0.0235265,0.0015667,0.0044247,0.0012216,0.0044146,0.0192096,0.0007456,0.0021226,0.0115096,0.0007568,0.0229152,0.0009354,0.0036578,0.0119394,0.0003556,0.0010214,0.0241009,0.0011353,0.0038204,0.0254815,0.0001218,0.0017001,0.0256033
1954,0.0047108,0.0708643,0.0006680,0.0010427,0.0021294,0.0038566,1954,1543,0.9973443,61.1638870,1875.4139404,19.1361103,0.7439556,270.7972107,0.0040844,0.0035360,0.0038454,0.0007111,0.0006382,0.0006720,0.0093190,0.0083091,0.0088187,0.0001560,0.0000713,0.0016723,0.0013807,0.0015106,0.0083396,0.0088900,0.0048958,0.0066564,0.0018657,0.0011121,0.0015299,0.0003464,0.0002023,0.0092634,0.0046629,0.0064541,0.0007899,0.0005913,0.0006797,0.0054075,0.0025784,0.0037097,0.0064456,0.0019310,0.0035764,0.0008644,0.0005321,0.0006930,0.0091532,0.0029400,0.0052027,0.0004772,0.0002879,0.0026554,0.0009766,0.0015552,0.0032224,0.0054906,0.0018292,0.0044724,0.0034550,0.0008681,0.0015861,0.0008067,0.0004076,0.0091532,0.0014192,0.0040648,0.0012129,0.0004484,0.0007202,0.0077084,0.0014562,0.0033713,0.0012595,0.0035084,0.0049089,0.0007585,0.0016515,0.0020042,0.0006005,0.0086774,0.0008840,0.0029079,0.0025790,0.0003419,0.0008204,0.0084295,0.0011387,0.0030181,0.0094444,0.0000305,0.0015040,0.0094749
1955,0.0030663,0.0432755,0.0006389,0.0009738,0.0018902,0.0031722,1955,189,0.9973074,61.1472206,1874.4638672,19.4555550,0.7656868,268.1833191,0.0036126,0.0026972,0.0031324,0.0006680,0.0006191,0.0006407,0.0076504,0.0065915,0.0071474,0.0002077,0.0001378,0.0014311,0.0012750,0.0013670,0.0067991,0.0072852,0.0040078,0.0058497,0.0017968,0.0012155,0.0013787,0.0002836,0.0002183,0.0076206,0.0038150,0.0056315,0.0007202,0.0005904,0.0006438,0.0040605,0.0021610,0.0030868,0.0051787,0.0019275,0.0030229,0.0008386,0.0005375,0.0006521,0.0075245,0.0022997,0.0045835,0.0004248,0.0002796,0.0019949,0.0009808,0.0013934,0.0025707,0.0048631,0.0019085,0.0038672,0.0025406,0.0008536,0.0014231,0.0006934,0.0003859,0.0072801,0.0015375,0.0034813,0.0010993,0.0004909,0.0006772,0.0058756,0.0014779,0.0028551,0.0011186,0.0030297,0.0049061,0.0007207,0.0014708,0.0016415,0.0005515,0.0072801,0.0006327,0.0024782,0.0019119,0.0003658,0.0007546,0.0074785,0.0010308,0.0026025,0.0077538,0.0000789,0.0013633,0.0078327
1956,0.0027379,0.1001968,0.0006347,0.0009499,0.0018015,0.0030712,1956,2423,0.9989904,61.4055557,1887.3222656,18.1416664,0.6807930,250.3861084,0.0035963,0.0026071,0.0030576,0.0006576,0.0006247,0.0006353,0.0096368,0.0067971,0.0079679,0.0001462,0.0000796,0.0013931,0.0012796,0.0013107,0.0068353,0.0080475,0.0035625,0.0061900,0.0015738,0.0011158,0.0013194,0.0003087,0.0001682,0.0094559,0.0034607,0.0060218,0.0007014,0.0005978,0.0006383,0.0043617,0.0020497,0.0029877,0.0055072,0.0017663,0.0028738,0.0009032,0.0005493,0.0006482,0.0093640,0.0022638,0.0044762,0.0004926,0.0002746,0.0026546,0.0009983,0.0013483,0.0025082,0.0047508,0.0016519,0.0037138,0.0034655,0.0007991,0.0013770,0.0010280,0.0003904,0.0093445,0.0013254,0.0033233,0.0016512,0.0004667,0.0006754,0.0068588,0.0014040,0.0027186,0.0012406,0.0028847,0.0049314,0.0007131,0.0014197,0.0017691,0.0005445,0.0086196,0.0008765,0.0023402,0.0027534,0.0003361,0.0007456,0.0080864,0.0010979,0.0024830,0.0096921,0.0000381,0.0013088,0.0097302
1957,0.0074351,0.1110417,0.0006528,0.0009888,0.0019239,0.0033412,1957,1149,0.9986303,61.2083321,1875.9250488,16.2611103,0.6637630,202.1722260,0.0036962,0.0027382,0.0033051,0.0006844,0.0006140,0.0006551,0.0104064,0.0073628,0.0089012,0.0001184,0.0000999,0.0015220,0.0012320,0.0013934,0.0074498,0.0090011,0.0033759,0.0064808,0.0019314,0.0010738,0.0014189,0.0003179,0.0002091,0.0104064,0.0032730,0.0062717,0.0007897,0.0005799,0.0006630,0.0051342,0.0020004,0.0031675,0.0062120,0.0017582,0.0030785,0.0009578,0.0005296,0.0006726,0.0103043,0.0021720,0.0047267,0.0004868,0.0002887,0.0026116,0.0009786,0.0014406,0.0024911,0.0050153,0.0016269,0.0039722,0.0032175,0.0009072,0.0014676,0.0007645,0.0003964,0.0103043,0.0012963,0.0035758,0.0014601,0.0004657,0.0007036,0.0081826,0.0014038,0.0029254,0.0012181,0.0031211,0.0058225,0.0007021,0.0015099,0.0022490,0.0005661,0.0094156,0.0008949,0.0025550,0.0029964,0.0002808,0.0007784,0.0096182,0.0010783,0.0026771,0.0104106,0.0000870,0.0013844,0.0104976
1958,0.0082044,0.0928621,0.0006353,0.0009438,0.0017629,0.0027648,1958,249,0.9983903,61.0305557,1865.4749756,14.9666662,0.6736690,176.6611176,0.0030785,0.0026385,0.0027693,0.0006428,0.0006302,0.0006355,0.0090810,0.0061780,0.0076185,0.0001365,0.0000833,0.0013373,0.0012698,0.0012991,0.0063145,0.0077017,0.0040198,0.0059451,0.0016118,0.0011762,0.0013063,0.0002964,0.0002063,0.0088774,0.0038362,0.0057388,0.0006843,0.0005934,0.0006389,0.0041642,0.0021638,0.0027627,0.0048916,0.0018712,0.0027040,0.0008470,0.0005495,0.0006440,0.0087854,0.0021110,0.0043593,0.0004030,0.0002803,0.0020117,0.0010362,0.0013193,0.0024014,0.0046396,0.0015673,0.0035628,0.0032950,0.0008585,0.0013479,0.0007934,0.0003777,0.0085907,0.0012976,0.0031851,0.0012951,0.0004581,0.0006646,0.0069776,0.0013337,0.0025881,0.0012351,0.0028027,0.0048239,0.0006753,0.0013767,0.0020511,0.0005373,0.0080989,0.0008415,0.0022654,0.0025571,0.0003539,0.0007283,0.0085622,0.0009696,0.0024022,0.0090810,0.0000418,0.0012989,0.0091228
1959,0.0050861,0.0620016,0.0006245,0.0009189,0.0016536,0.0024484,1959,655,0.9982271,60.8555565,1855.0999756,14.6750002,0.6861684,168.8361053,0.0026227,0.0023031,0.0024370,0.0006641,0.0006031,0.0006269,0.0063984,0.0053304,0.0057635,0.0001597,0.0001113,0.0013232,0.0012003,0.0012385,0.0054582,0.0058749,0.0037410,0.0048500,0.0014661,0.0011179,0.0012435,0.0003356,0.0002208,0.0063088,0.0034540,0.0046291,0.0007184,0.0005797,0.0006305,0.0028521,0.0020991,0.0024262,0.0037147,0.0018590,0.0024180,0.0007768,0.0005331,0.0006332,0.0063088,0.0024650,0.0037909,0.0004516,0.0002910,0.0015306,0.0009937,0.0012469,0.0026948,0.0040819,0.0018141,0.0032959,0.0017996,0.0008978,0.0012587,0.0006127,0.0003797,0.0059618,0.0015267,0.0029162,0.0008822,0.0004481,0.0006464,0.0048754,0.0014700,0.0023795,0.0012521,0.0026224,0.0028271,0.0007100,0.0012822,0.0012584,0.0005115,0.0059618,0.0008414,0.0021108,0.0014116,0.0003404,0.0006928,0.0057802,0.0011433,0.0022447,0.0064916,0.0000665,0.0012382,0.0065581
1960,0.0035414,0.0318106,0.0006643,0.0010001,0.0018280,0.0027859,1960,1641,0.9981915,60.8111115,1852.4166260,15.4833336,0.6607032,188.1833344,0.0029248,0.0027221,0.0027787,0.0006736,0.0006513,0.0006641,0.0080632,0.0057812,0.0067928,0.0001890,0.0000943,0.0014100,0.0013441,0.0013648,0.0058388,0.0068871,0.0040757,0.0054281,0.0015658,0.0012328,0.0013686,0.0003179,0.0002077,0.0080217,0.0038845,0.0052204,0.0007224,0.0006158,0.0006663,0.0032473,0.0023113,0.0027686,0.0038370,0.0019605,0.0027459,0.0008204,0.0005747,0.0006709,0.0079177,0.0027458,0.0042809,0.0004789,0.0002937,0.0017137,0.0011451,0.0013735,0.0029576,0.0045746,0.0020273,0.0037363,0.0021312,0.0009663,0.0013863,0.0006742,0.0003885,0.0079177,0.0017274,0.0033478,0.0010179,0.0004945,0.0006867,0.0053451,0.0016995,0.0026797,0.0013653,0.0029705,0.0036973,0.0007613,0.0014130,0.0017285,0.0005415,0.0070410,0.0008752,0.0024290,0.0019195,0.0003420,0.0007370,0.0070025,0.0011441,0.0025169,0.0082126,0.0000396,0.0013640,0.0082522
1961,0.0038500,0.0592899,0.0006402,0.0009534,0.0017776,0.0028145,1961,1967,0.9976907,61.1305542,1872.9139404,17.3166676,0.6755642,230.3999939,0.0031235,0.0025217,0.0028030,0.0006782,0.0006251,0.0006416,0.0079026,0.0057297,0.0066273,0.0001738,0.0000963,0.0014088,0.0012485,0.0013041,0.0059035,0.0067236,0.0038792,0.0053659,0.0015919,0.0011607,0.0013096,0.0003422,0.0001957,0.0077829,0.0036618,0.0051702,0.0007587,0.0005945,0.0006435,0.0035723,0.0021893,0.0028102,0.0050553,0.0017744,0.0027325,0.0008371,0.0005314,0.0006534,0.0076210,0.0021214,0.0041987,0.0004352,0.0002786,0.0018513,0.0010225,0.0013277,0.0024449,0.0044773,0.0019854,0.0035991,0.0027052,0.0009257,0.0013453,0.0008231,0.0003780,0.0074873,0.0016343,0.0032212,0.0012723,0.0004759,0.0006712,0.0058489,0.0015721,0.0026184,0.0013234,0.0028386,0.0045253,0.0007509,0.0013798,0.0020641,0.0005292,0.0068349,0.0008955,0.0023094,0.0029383,0.0003259,0.0007268,0.0069743,0.0011596,0.0024195,0.0079142,0.0000647,0.0013021,0.0079789
1962,0.0060961,0.0659245,0.0006652,0.0010136,0.0019159,0.0031479,1962,1263,0.9976612,61.0138893,1865.8471680,15.2833338,0.6569972,179.8333282,0.0038107,0.0028292,0.0031663,0.0006856,0.0006568,0.0006654,0.0117310,0.0078531,0.0097550,0.0002010,0.0001051,0.0014853,0.0013635,0.0014090,0.0079363,0.0098601,0.0044056,0.0065056,0.0016869,0.0011997,0.0014177,0.0003175,0.0002236,0.0116010,0.0041463,0.0062820,0.0007290,0.0005912,0.0006682,0.0044161,0.0023811,0.0031447,0.0072630,0.0020376,0.0030272,0.0008617,0.0005392,0.0006755,0.0113293,0.0024128,0.0047162,0.0004849,0.0003009,0.0024196,0.0011251,0.0014363,0.0028021,0.0050170,0.0019341,0.0039494,0.0037624,0.0009588,0.0014635,0.0007905,0.0004048,0.0112860,0.0016085,0.0035445,0.0013732,0.0004741,0.0006992,0.0093622,0.0015753,0.0029205,0.0014154,0.0030879,0.0071130,0.0007784,0.0015069,0.0024267,0.0005658,0.0104293,0.0009388,0.0025221,0.0026983,0.0003434,0.0007737,0.0107300,0.0012596,0.0026590,0.0117613,0.0000529,0.0014065,0.0118142
1963,0.0082377,0.0589334,0.0006614,0.0010042,0.0019202,0.0034322,1963,253,0.9976277,60.8916664,1858.2861328,13.8611107,0.6664490,153.1499939,0.0040952,0.0025356,0.0034351,0.0006783,0.0006388,0.0006627,0.0111375,0.0051115,0.0084008,0.0001629,0.0000981,0.0015167,0.0012882,0.0014104,0.0052142,0.0084989,0.0040430,0.0064712,0.0020009,0.0011553,0.0014314,0.0003405,0.0002099,0.0108373,0.0039053,0.0062612,0.0008214,0.0006028,0.0006727,0.0065566,0.0022025,0.0032721,0.0081041,0.0018927,0.0031346,0.0013052,0.0005540,0.0006851,0.0106169,0.0025661,0.0048523,0.0005609,0.0003016,0.0036006,0.0010061,0.0014702,0.0027720,0.0051539,0.0018818,0.0040309,0.0038476,0.0008818,0.0014974,0.0009837,0.0004050,0.0104397,0.0015494,0.0036259,0.0015455,0.0004722,0.0007138,0.0089679,0.0015452,0.0029777,0.0012539,0.0031619,0.0066059,0.0007073,0.0015356,0.0036212,0.0005825,0.0104397,0.0008317,0.0025793,0.0038077,0.0003340,0.0007947,0.0100481,0.0011195,0.0027208,0.0111375,0.0000404,0.0014040,0.0111778
1964,0.0049491,0.0298933,0.0006556,0.0009929,0.0018272,0.0028157,1964,1155,0.9979223,60.8361130,1854.3305664,13.4916668,0.6760412,145.1916656,0.0030596,0.0025066,0.0027974,0.0006869,0.0006289,0.0006586,0.0065979,0.0054409,0.0060325,0.0000763,0.0000570,0.0014492,0.0012657,0.0013582,0.0055172,0.0060896,0.0042735,0.0053258,0.0015680,0.0011920,0.0013636,0.0003234,0.0002031,0.0064530,0.0041917,0.0051227,0.0007327,0.0006019,0.0006624,0.0036646,0.0022750,0.0027796,0.0042857,0.0019602,0.0027619,0.0008238,0.0005397,0.0006670,0.0064133,0.0021943,0.0043186,0.0004571,0.0002772,0.0017306,0.0011030,0.0013685,0.0025134,0.0045958,0.0020037,0.0037417,0.0023651,0.0009547,0.0013822,0.0007296,0.0003867,0.0062305,0.0015438,0.0033551,0.0009953,0.0004617,0.0006834,0.0051717,0.0016317,0.0026897,0.0013880,0.0029772,0.0037702,0.0007887,0.0014072,0.0012289,0.0005349,0.0061608,0.0009423,0.0024423,0.0016783,0.0002928,0.0007344,0.0061869,0.0012075,0.0025342,0.0065979,0.0000483,0.0013538,0.0066461
1965,0.0034522,0.0219045,0.0006674,0.0010119,0.0018655,0.0028813,1965,1878,0.9983239,60.8777771,1856.1722412,14.3805552,0.6405441,167.8694458,0.0029668,0.0027822,0.0028857,0.0006821,0.0006517,0.0006680,0.0062357,0.0053051,0.0057958,0.0002210,0.0001222,0.0014140,0.0013651,0.0013859,0.0055261,0.0059180,0.0039224,0.0052276,0.0016034,0.0012217,0.0013924,0.0003205,0.0002010,0.0061569,0.0037214,0.0050266,0.0007560,0.0005883,0.0006713,0.0035262,0.0024431,0.0028619,0.0040423,0.0018883,0.0028239,0.0008558,0.0005475,0.0006762,0.0060210,0.0025753,0.0042944,0.0004311,0.0002820,0.0017615,0.0010949,0.0013982,0.0027763,0.0045763,0.0020990,0.0038099,0.0022755,0.0009815,0.0014121,0.0006801,0.0003916,0.0057858,0.0017662,0.0034184,0.0010120,0.0004855,0.0006928,0.0048344,0.0017380,0.0027539,0.0012304,0.0030185,0.0029667,0.0007161,0.0014404,0.0012972,0.0005461,0.0056146,0.0008302,0.0024724,0.0015904,0.0003337,0.0007472,0.0054877,0.0010911,0.0025691,0.0062954,0.0000629,0.0013862,0.0063583
1966,0.0031501,0.0514965,0.0006258,0.0009354,0.0017052,0.0025949,1966,420,0.9978721,61.1416664,1873.2194824,16.5611115,0.6834702,211.7055511,0.0027338,0.0025274,0.0026035,0.0006393,0.0006117,0.0006266,0.0088614,0.0053372,0.0062950,0.0001654,0.0000854,0.0013097,0.0012428,0.0012713,0.0054158,0.0063803,0.0041034,0.0053367,0.0014582,0.0011323,0.0012759,0.0003204,0.0001743,0.0087211,0.0039078,0.0051625,0.0006788,0.0005646,0.0006300,0.0034166,0.0021089,0.0026155,0.0067399,0.0017865,0.0025714,0.0008660,0.0004862,0.0006374,0.0087031,0.0021355,0.0039773,0.0004164,0.0002700,0.0019346,0.0009680,0.0012864,0.0024287,0.0042473,0.0018677,0.0034093,0.0037627,0.0008600,0.0013048,0.0006587,0.0003696,0.0083846,0.0015456,0.0030398,0.0011770,0.0004578,0.0006535,0.0076373,0.0014487,0.0024934,0.0012115,0.0027132,0.0054634,0.0007428,0.0013352,0.0024559,0.0005089,0.0079395,0.0008176,0.0022044,0.0027895,0.0003535,0.0007045,0.0083836,0.0010538,0.0023244,0.0088614,0.0000483,0.0012709,0.0089097
1967,0.0040804,0.0467327,0.0006562,0.0009959,0.0019234,0.0033982,1967,1222,0.9979872,61.0472221,1867.2471924,14.4944448,0.6645827,160.8444519,0.0038053,0.0028634,0.0033345,0.0006845,0.0006232,0.0006597,0.0091438,0.0085846,0.0088745,0.0002089,0.0001379,0.0015187,0.0012629,0.0014061,0.0086736,0.0090124,0.0039954,0.0066173,0.0017392,0.0011133,0.0014173,0.0003285,0.0002296,0.0089912,0.0037879,0.0063877,0.0007345,0.0005819,0.0006625,0.0044722,0.0020838,0.0032796,0.0061738,0.0018513,0.0031717,0.0008261,0.0005232,0.0006716,0.0089180,0.0023491,0.0048661,0.0004848,0.0003075,0.0024566,0.0010440,0.0014332,0.0025838,0.0051736,0.0018741,0.0041120,0.0034041,0.0009051,0.0014669,0.0008103,0.0004008,0.0088437,0.0014271,0.0037112,0.0013054,0.0004918,0.0006971,0.0071022,0.0014839,0.0030101,0.0012528,0.0031777,0.0053047,0.0007296,0.0015186,0.0020730,0.0005643,0.0085056,0.0008561,0.0026134,0.0027716,0.0003596,0.0007753,0.0081002,0.0009996,0.0027230,0.0092573,0.0000624,0.0013977,0.0093197
1968,0.0063671,0.0402472,0.0006171,0.0009113,0.0016352,0.0023430,1968,1025,0.9979299,60.9027786,1858.4194336,13.0444441,0.6756175,134.0666656,0.0025580,0.0021247,0.0023344,0.0006464,0.0006029,0.0006190,0.0052502,0.0048576,0.0050833,0.0002163,0.0001322,0.0013174,0.0011434,0.0012316,0.0050509,0.0052156,0.0034426,0.0048296,0.0013771,0.0010493,0.0012337,0.0002907,0.0002086,0.0052502,0.0032191,0.0046210,0.0006637,0.0005805,0.0006206,0.0028083,0.0018915,0.0023305,0.0034157,0.0017776,0.0023255,0.0007103,0.0005335,0.0006235,0.0049896,0.0023249,0.0037452,0.0004067,0.0002850,0.0015309,0.0009303,0.0012356,0.0025948,0.0040302,0.0019322,0.0032366,0.0019705,0.0008954,0.0012479,0.0006200,0.0003686,0.0049354,0.0015556,0.0028680,0.0008908,0.0004565,0.0006379,0.0040152,0.0014675,0.0022953,0.0011929,0.0025625,0.0025842,0.0007123,0.0012688,0.0011736,0.0005016,0.0048239,0.0007566,0.0020609,0.0015888,0.0003411,0.0006831,0.0049711,0.0011536,0.0021786,0.0052502,0.0000458,0.0012287,0.0052960
1969,0.0073931,0.0194876,0.0006587,0.0010023,0.0018535,0.0028525,1969,769,0.9982214,60.8361130,1853.8083496,12.5861111,0.6847872,125.4972229,0.0029455,0.0026206,0.0028497,0.0006760,0.0006368,0.0006600,0.0075253,0.0054275,0.0064759,0.0000912,0.0000728,0.0014096,0.0013005,0.0013741,0.0055124,0.0065487,0.0041009,0.0054119,0.0016476,0.0012125,0.0013807,0.0003506,0.0002086,0.0074188,0.0038521,0.0052033,0.0007530,0.0006061,0.0006652,0.0033825,0.0021878,0.0028232,0.0041375,0.0019790,0.0027913,0.0009000,0.0005414,0.0006723,0.0074188,0.0026497,0.0043382,0.0005243,0.0002938,0.0019197,0.0011180,0.0013869,0.0029676,0.0046320,0.0021059,0.0038384,0.0023757,0.0009273,0.0013990,0.0008072,0.0003947,0.0071095,0.0016606,0.0034437,0.0013298,0.0004670,0.0006889,0.0051542,0.0016786,0.0027312,0.0012611,0.0030111,0.0037820,0.0007131,0.0014261,0.0013406,0.0005424,0.0067794,0.0008218,0.0024687,0.0015522,0.0003567,0.0007419,0.0062264,0.0011593,0.0025633,0.0075704,0.0000350,0.0013735,0.0076053
1970,0.0055763,0.0178904,0.0006421,0.0009543,0.0017428,0.0027117,1970,2198,0.9985973,60.8750000,1855.5250244,13.4972219,0.6504014,148.4638824,0.0028301,0.0025011,0.0026996,0.0006751,0.0006144,0.0006446,0.0072896,0.0058717,0.0066733,0.0002091,0.0000878,0.0013852,0.0012045,0.0012985,0.0059121,0.0067611,0.0036982,0.0052586,0.0014971,0.0011001,0.0013064,0.0002907,0.0002064,0.0070648,0.0035143,0.0050521,0.0007067,0.0005818,0.0006470,0.0034844,0.0020478,0.0026698,0.0040243,0.0017775,0.0026571,0.0007840,0.0005580,0.0006534,0.0070488,0.0025372,0.0041618,0.0004746,0.0002877,0.0016377,0.0009909,0.0013102,0.0028418,0.0044495,0.0018063,0.0035787,0.0020260,0.0008817,0.0013267,0.0006536,0.0003882,0.0069635,0.0014698,0.0031905,0.0009956,0.0004772,0.0006693,0.0049111,0.0014678,0.0025692,0.0012612,0.0028279,0.0036604,0.0006932,0.0013531,0.0013989,0.0005302,0.0067987,0.0007896,0.0022976,0.0017368,0.0003486,0.0007214,0.0059323,0.0011529,0.0024021,0.0073004,0.0000404,0.0012949,0.0073408
1971,0.0036604,0.0536611,0.0006277,0.0009294,0.0016837,0.0025018,1971,15,0.9967598,60.9138870,1861.1639404,16.3833332,0.6821153,207.3777771,0.0026541,0.0023734,0.0025025,0.0006346,0.0006191,0.0006275,0.0054905,0.0050353,0.0053325,0.0000931,0.0000605,0.0012771,0.0012264,0.0012558,0.0050757,0.0053931,0.0039695,0.0048822,0.0013891,0.0011444,0.0012596,0.0003091,0.0001756,0.0053727,0.0037614,0.0047066,0.0006797,0.0005866,0.0006305,0.0030711,0.0021207,0.0025000,0.0038426,0.0018949,0.0024649,0.0007814,0.0005421,0.0006352,0.0053727,0.0023286,0.0038111,0.0004009,0.0002719,0.0017912,0.0009855,0.0012696,0.0026438,0.0040830,0.0017631,0.0033223,0.0023491,0.0008162,0.0012823,0.0006594,0.0003653,0.0052740,0.0014260,0.0029569,0.0009356,0.0004646,0.0006510,0.0046870,0.0014686,0.0024200,0.0013144,0.0026639,0.0029546,0.0006946,0.0013052,0.0012693,0.0005068,0.0052517,0.0008698,0.0021571,0.0016285,0.0003318,0.0006992,0.0051651,0.0010985,0.0022747,0.0055562,0.0000275,0.0012551,0.0055837
1972,0.0030182,0.0380637,0.0006654,0.0010184,0.0019470,0.0034581,1972,440,0.9969924,60.8111115,1854.5833740,14.2777777,0.6594855,156.7888947,0.0038292,0.0028774,0.0034205,0.0006892,0.0006548,0.0006664,0.0131195,0.0093076,0.0111011,0.0001552,0.0000932,0.0015094,0.0013652,0.0014212,0.0094628,0.0111943,0.0041017,0.0067942,0.0018554,0.0011943,0.0014401,0.0003418,0.0002204,0.0130022,0.0039556,0.0065738,0.0007847,0.0006129,0.0006715,0.0059246,0.0022693,0.0033261,0.0090608,0.0019551,0.0032409,0.0009761,0.0005707,0.0006832,0.0129516,0.0025741,0.0051084,0.0004873,0.0002994,0.0024261,0.0010748,0.0014596,0.0027828,0.0054078,0.0018459,0.0041343,0.0054321,0.0009287,0.0015027,0.0008009,0.0004057,0.0125247,0.0015632,0.0037286,0.0017969,0.0005081,0.0007130,0.0113917,0.0014847,0.0030266,0.0010774,0.0032141,0.0072040,0.0007330,0.0015583,0.0020979,0.0005735,0.0125247,0.0007636,0.0026406,0.0028384,0.0003177,0.0007862,0.0127494,0.0009901,0.0027576,0.0132324,0.0000333,0.0014199,0.0132657
