OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28
635,OBJEC_742,57,555,846,9043,12376,13307,12537,11196,9712,8034,6658,5446,19104,1958,418,166,77,32,20,6,3,5,0,0,0,0,0,0
636,OBJEC_744,318,2113,2772,22481,22934,18494,13140,8467,5905,3953,2646,1848,5143,650,174,64,41,31,12,16,7,13,0,0,0,0,0,0
637,OBJEC_745,121,578,809,7933,10867,11425,10603,9418,8318,7290,6300,5267,23584,5276,1682,717,314,140,89,54,18,45,11,19,11,0,0,0
638,OBJEC_746,351,2500,3345,26653,24975,18682,12559,7634,5007,3136,2096,1319,2823,131,11,0,0,0,0,0,0,0,0,0,0,0,0,0
639,OBJEC_747,782,5040,5906,38916,27552,15675,8236,3888,2164,1111,627,421,563,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
640,OBJEC_748,275,1954,2742,23691,24557,19107,13287,8734,5645,3718,2438,1526,3059,136,20,0,0,0,0,0,0,0,0,0,0,0,0,0
641,OBJEC_749,468,3407,4237,32732,27794,18117,10784,5912,3354,1913,1053,586,857,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,OBJEC_750,251,1977,2841,23656,24531,19361,13303,8272,5397,3410,2349,1534,3944,328,46,15,3,4,0,0,0,0,0,0,0,0,0,0
643,OBJEC_751,823,5266,6533,42394,28162,14332,6696,2977,1610,800,420,284,713,117,60,19,5,6,1,2,2,0,0,0,0,0,0,0
644,OBJEC_753,2217,11463,11368,54492,21131,6916,2357,605,211,74,28,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,OBJEC_754,387,2520,3028,23037,21880,16617,12019,8180,5928,4273,3151,2200,6558,961,243,120,65,36,8,6,3,2,0,0,0,0,0,0
646,OBJEC_755,830,5431,6312,38531,25434,14821,8657,4562,2604,1561,867,580,997,27,5,3,0,0,0,0,0,0,0,0,0,0,0,0
647,OBJEC_756,246,1587,2149,19802,21697,17996,13233,9014,6424,4631,3298,2430,7320,1037,235,63,34,20,6,0,0,0,0,0,0,0,0,0
648,OBJEC_758,464,3343,4209,31532,26354,17342,10632,6044,3709,2204,1494,945,2302,225,51,20,8,8,3,0,0,0,0,0,0,0,0,0
649,OBJEC_759,497,3591,4286,32714,27672,17918,10528,5197,2963,1768,1084,712,1739,158,38,20,4,0,0,0,0,0,0,0,0,0,0,0
650,OBJEC_760,1297,7693,8569,47889,26678,11755,4652,1683,728,284,130,64,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,OBJEC_761,290,1999,2517,19155,18122,14368,11311,8339,6729,5344,4134,3304,12112,2258,577,159,72,26,26,17,9,21,0,0,0,0,0,0
652,OBJEC_762,1407,7854,8435,47091,25764,11834,5072,1991,974,447,193,101,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,OBJEC_763,306,2272,2982,25178,25078,19315,13352,8212,5311,3294,2140,1339,2348,75,19,1,0,0,0,0,0,0,0,0,0,0,0,0
654,OBJEC_765,7145,26266,18121,47554,8566,2608,718,153,70,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,OBJEC_766,73,535,832,9072,13524,14924,14165,12222,10375,8160,6316,5061,13822,1402,258,94,33,10,6,2,3,0,0,0,0,0,0,0
656,OBJEC_767,211,1767,2511,22237,24404,19719,13980,8936,5820,3812,2504,1676,3430,174,23,4,8,5,1,0,0,0,0,0,0,0,0,0
657,OBJEC_768,138,345,490,5330,8347,10274,10719,10074,8919,8139,6998,5983,25082,5729,2150,965,607,330,193,124,79,152,41,14,0,0,0,0
658,OBJEC_769,324,2515,3397,28406,27069,19069,11243,6267,3865,2279,1528,1091,3326,566,150,73,32,8,5,3,2,4,0,0,0,0,0,0
659,OBJEC_771,156,1427,2030,18102,20170,17820,14280,9810,6769,4817,3655,2645,8050,931,172,33,13,2,3,3,1,0,0,0,0,0,0,0
660,OBJEC_772,841,5139,6395,39155,26213,14365,7455,3860,2347,1571,962,653,1875,236,81,38,15,9,3,4,4,1,0,0,0,0,0,0
661,OBJEC_773,1029,5862,6195,34834,22238,13871,9391,5845,3964,2500,1708,1105,2304,337,163,102,39,27,20,12,8,2,0,0,0,0,0,0
662,OBJEC_774,4588,20833,16378,51348,11772,3767,1594,546,228,115,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,OBJEC_775,1320,7737,8633,47311,25723,11615,5176,2043,952,417,175,68,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,OBJEC_776,256,1348,1696,13507,15284,14040,11997,9589,7929,6537,5235,4520,16199,2082,374,135,88,43,13,4,3,10,0,0,0,0,0,0
665,OBJEC_777,54,388,573,5900,8131,8946,9282,8608,7937,7124,6541,5784,29792,7222,2344,945,483,273,187,102,84,138,37,14,0,0,0,0
666,OBJEC_778,909,5887,6661,41114,26029,13720,6828,3531,2080,1318,777,557,1295,152,28,3,0,0,0,0,0,0,0,0,0,0,0,0
667,OBJEC_779,1256,6932,7226,38148,21250,11531,7248,4749,3430,2524,1851,1290,3040,278,86,28,6,5,7,3,1,0,0,0,0,0,0,0
668,OBJEC_780,1666,7840,6851,31244,17900,12105,9550,6192,4549,3129,2214,1637,5310,827,122,53,21,9,3,0,0,0,0,0,0,0,0,0
669,OBJEC_781,553,3784,4987,34481,28107,17846,9695,5006,2809,1526,913,483,689,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
670,OBJEC_782,2889,14349,13064,52246,16114,4985,2242,1197,806,605,460,378,1267,293,130,63,60,23,14,12,7,18,0,0,0,0,0,0
671,OBJEC_783,508,3623,4610,34532,29317,18931,10212,4850,2409,1098,556,302,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,OBJEC_784,927,4963,5107,29308,18219,12248,9537,6469,4598,3579,2871,2399,9545,943,142,18,12,4,0,0,0,0,0,0,0,0,0,0
673,OBJEC_785,1038,6413,7465,45186,27209,12886,6042,2465,1156,566,233,113,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,OBJEC_786,75,742,1141,10755,13824,14156,13609,11479,9212,7577,5874,4718,15516,1887,404,135,75,26,13,4,0,0,0,0,0,0,0,0
675,OBJEC_787,1427,8415,9101,50097,25125,10463,4104,1600,714,301,115,51,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,OBJEC_788,438,3515,4439,32834,27339,17748,10325,5510,3294,1937,1224,779,1584,212,40,4,0,0,0,0,0,0,0,0,0,0,0,0
677,OBJEC_789,361,2554,3607,29277,26719,18856,11933,6786,4202,2412,1545,981,1631,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,OBJEC_790,517,3208,4292,29654,24216,16772,11258,7069,4454,3040,1936,1271,2830,278,60,32,2,0,0,0,0,0,0,0,0,0,0,0
679,OBJEC_792,1442,7410,7743,42587,24221,12153,6045,2723,1381,811,508,416,2098,650,367,167,108,33,18,3,5,0,0,0,0,0,0,0
680,OBJEC_793,983,6023,6720,39029,24383,13343,7469,4200,2732,1739,1143,794,1945,235,92,36,16,5,2,0,0,0,0,0,0,0,0,0
681,OBJEC_794,227,1632,2232,18278,19097,15738,11968,8601,6713,4883,3889,3012,10794,2231,780,370,153,103,57,39,34,45,12,1,0,0,0,0
682,OBJEC_795,2052,10950,10783,53002,21909,8296,3122,868,360,131,50,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,OBJEC_796,1236,7269,8231,46523,26176,11593,4915,2108,1058,644,361,221,481,55,16,2,0,0,0,0,0,0,0,0,0,0,0,0
684,OBJEC_798,917,5528,6539,41138,27279,14161,7094,3614,2005,1162,723,403,657,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,OBJEC_799,86,876,1465,15771,20432,19251,15655,11216,8193,5549,3806,2631,5570,274,50,35,7,11,5,5,1,0,0,0,0,0,0,0
686,OBJEC_800,73,611,870,8678,11000,11829,11607,9967,9051,7831,6415,5497,22948,3396,733,311,148,104,72,38,19,24,0,0,0,0,0,0
687,OBJEC_801,1061,6563,7440,44977,27924,13220,5656,2311,978,427,174,83,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,OBJEC_803,762,4657,5301,36603,26988,16294,8925,4058,2356,1408,966,693,1685,274,84,55,35,24,23,11,7,13,0,0,0,0,0,0
689,OBJEC_804,316,2100,2745,21202,20592,16092,12631,8550,6313,4843,3448,2542,8009,1137,280,153,82,61,33,17,22,34,18,2,0,0,0,0
690,OBJEC_805,116,874,1272,11964,14667,14036,12816,10426,8436,6764,5424,4425,16491,2498,665,189,93,48,13,3,1,1,0,0,0,0,0,0
691,OBJEC_806,819,4334,4967,34521,28997,17539,9724,4699,2542,1449,679,396,522,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
692,OBJEC_807,369,2744,3750,30149,27239,18332,11052,6594,3931,2437,1478,928,1818,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0
693,OBJEC_809,52,523,824,10276,15272,15999,15080,12770,10315,8057,5967,4372,10857,701,101,34,12,5,3,2,0,0,0,0,0,0,0,0
694,OBJEC_810,42,374,558,6564,8944,9704,9766,8833,8072,7167,6329,5537,28493,6412,2027,903,500,254,179,130,72,247,88,27,0,0,0,0
695,OBJEC_811,405,2792,3727,29609,27399,19477,12022,6810,3965,2007,1072,629,1205,84,17,2,0,0,0,0,0,0,0,0,0,0,0,0
696,OBJEC_812,380,2148,2181,15040,16159,15601,13721,10537,7906,5804,4095,3184,12735,1490,353,121,44,21,15,15,5,1,0,0,0,0,0,0
697,OBJEC_814,745,5141,6310,41477,29316,14891,6940,2963,1457,715,377,218,330,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,OBJEC_815,245,1536,2088,16956,18296,15639,13112,9871,8051,6218,4691,3683,10113,562,113,48,0,0,0,0,0,0,0,0,0,0,0,0
699,OBJEC_816,446,3185,4112,29475,25330,17155,10762,6099,4180,2885,1936,1361,3482,487,167,82,28,23,17,7,2,1,0,0,0,0,0,0
700,OBJEC_818,1370,8216,9089,48737,26522,10865,4294,1548,585,210,82,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,OBJEC_819,1322,7463,8027,45308,24786,12004,5868,2340,1197,707,480,272,854,106,65,37,30,18,1,3,1,0,0,0,0,0,0,0
702,OBJEC_820,688,4514,5519,37875,27778,15686,8606,4202,2395,1163,699,462,1308,214,73,34,6,0,0,0,0,0,0,0,0,0,0,0
703,OBJEC_821,996,5098,5071,28008,18858,13428,10054,7164,5303,4029,3057,2243,6945,779,148,33,6,2,0,0,0,0,0,0,0,0,0,0
704,OBJEC_822,1463,7612,7830,44008,24238,12740,6529,3154,1621,854,465,275,421,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,OBJEC_823,182,1219,1604,13950,15948,14733,13242,10294,8285,6806,5221,4204,13481,1348,213,70,29,17,20,8,3,12,0,0,0,0,0,0
706,OBJEC_824,587,3693,4537,28100,20461,14249,10188,6885,5004,3746,2930,2450,7134,716,283,123,56,36,18,17,5,4,0,0,0,0,0,0
707,OBJEC_825,137,924,1295,13062,18166,17935,15562,11076,8532,6323,4878,3303,9022,695,151,53,27,13,8,9,5,32,13,1,0,0,0,0
708,OBJEC_827,1481,8746,9337,50165,25873,10188,3323,1131,358,142,63,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,OBJEC_829,335,2552,3211,26169,25242,18503,13238,7841,5057,3032,2016,1277,2617,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0
710,OBJEC_830,436,3440,4455,32383,25778,16688,10009,5907,3763,2634,1706,1333,2765,216,34,9,0,0,0,0,0,0,0,0,0,0,0,0
711,OBJEC_831,385,2800,3626,29898,26340,18330,11810,6834,4340,2577,1542,954,1747,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
712,OBJEC_832,283,2145,3124,25705,25468,19253,12635,7435,4718,2947,1915,1396,3537,493,99,33,12,5,5,5,4,5,0,0,0,0,0,0
713,OBJEC_833,469,3164,3883,27598,24269,16863,11362,6945,4885,3158,2083,1456,3401,677,315,193,109,66,61,48,40,102,49,25,1,0,0,0
714,OBJEC_835,1995,7711,6375,26382,15191,10962,8895,6450,4842,3652,2893,2421,9992,2266,682,357,200,103,64,43,22,49,8,1,0,0,0,0
715,OBJEC_837,245,1877,2679,22915,24464,19506,13666,8611,5417,3460,2391,1550,3913,396,89,30,9,3,1,0,0,0,0,0,0,0,0,0
716,OBJEC_838,579,4095,5033,35171,27350,17211,9616,5052,2797,1594,971,529,874,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,OBJEC_839,501,3666,4423,28330,21914,15294,9971,6052,3922,2677,1914,1556,6341,1914,920,456,292,167,132,105,78,214,49,1,0,0,0,0
718,OBJEC_840,819,5303,5875,40105,30402,16072,6826,2846,1291,694,426,239,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,OBJEC_841,2164,11830,11761,55803,21346,6013,1640,262,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,OBJEC_842,566,4169,5303,36480,28302,16650,8980,4561,2539,1428,838,472,881,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0
721,OBJEC_843,157,1060,1552,14110,17170,16127,14017,11139,8692,6833,5006,3882,10277,890,184,48,21,15,14,6,6,16,0,0,0,0,0,0
722,OBJEC_844,867,5300,6320,40822,27400,14821,7494,3494,1921,1032,546,309,548,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,OBJEC_845,242,1745,2341,20036,20376,17140,12651,8933,6401,4647,3510,2612,8223,1528,393,175,103,66,35,33,6,26,0,0,0,0,0,0
724,OBJEC_846,2378,11193,9963,46008,21101,9981,5655,2023,1170,672,389,172,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,OBJEC_847,525,3558,4371,32832,27427,17461,10053,5603,3282,1954,1356,865,1768,137,20,4,3,3,0,0,0,0,0,0,0,0,0,0
726,OBJEC_848,556,4059,5001,36438,29408,18146,9421,4289,2016,866,359,176,152,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,OBJEC_849,640,3681,4043,27744,21173,14756,10666,7614,5665,4105,2967,2157,5527,410,58,11,5,0,0,0,0,0,0,0,0,0,0,0
728,OBJEC_851,87,802,1274,12933,17762,17698,15444,11928,8709,6429,4602,3276,8736,811,230,70,32,23,19,16,6,2,0,0,0,0,0,0
729,OBJEC_852,286,2273,3175,27303,25949,18870,12287,7071,4361,2695,1828,1226,3030,403,120,10,2,0,0,0,0,0,0,0,0,0,0,0
730,OBJEC_853,190,1381,1843,17147,19563,17303,14268,10002,7333,5410,3927,2794,8165,1075,279,114,39,19,4,5,6,19,3,0,0,0,0,0
731,OBJEC_854,384,2847,3847,28136,24767,16779,11071,7169,5026,3369,2222,1561,3316,316,65,13,1,0,0,0,0,0,0,0,0,0,0,0
732,OBJEC_855,1075,6108,6620,38560,23716,13656,8176,4729,3123,1951,1284,780,1350,70,24,0,0,0,0,0,0,0,0,0,0,0,0,0
733,OBJEC_856,270,1678,1972,16753,17321,14755,12630,9082,7108,5571,4375,3627,12828,2021,645,271,148,98,37,23,8,1,0,0,0,0,0,0
734,OBJEC_857,27,138,201,2998,6209,8624,9713,10220,9905,9092,8256,7283,30362,5580,1465,547,259,142,76,35,36,45,8,1,0,0,0,0
735,OBJEC_858,956,6214,7273,44809,28181,13307,5929,2351,1004,445,219,97,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,OBJEC_859,279,1540,1850,12406,11510,10080,9187,8418,7345,6414,5671,4961,23062,4890,1350,659,377,241,180,123,86,190,51,18,1,0,0,0
737,OBJEC_860,88,737,1142,11562,15161,14732,12824,9826,7632,6011,4854,3901,15858,3774,1258,785,410,303,242,166,116,169,5,0,0,0,0,0
738,OBJEC_861,610,4013,5321,36461,28679,17087,8973,4469,2407,1244,714,455,735,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0
739,OBJEC_863,274,2112,2938,25417,25833,19121,12373,7411,4905,3280,2170,1468,3444,343,85,34,13,1,0,0,0,0,0,0,0,0,0,0
740,OBJEC_864,185,1339,2005,19514,22979,19948,14777,10031,6402,4244,2862,1872,4409,428,126,52,25,13,2,3,1,5,0,0,0,0,0,0
741,OBJEC_866,776,4972,5875,38987,27581,15419,7967,3870,2252,1319,820,512,1115,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,OBJEC_867,2786,12954,11608,45657,17960,8430,4326,2457,1577,1090,706,518,1053,84,13,3,0,0,0,0,0,0,0,0,0,0,0,0
743,OBJEC_868,798,5030,5755,37999,27354,15742,8672,4352,2411,1323,872,514,731,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,OBJEC_869,468,2623,3462,26234,25259,19063,13126,7984,5153,2801,1612,1040,2082,273,28,4,5,4,1,0,0,0,0,0,0,0,0,0
745,OBJEC_870,163,992,1264,10009,10888,10067,9047,7567,6685,5795,5073,4380,22219,7184,2945,1515,1049,774,597,513,438,1250,374,101,0,0,0,0
746,OBJEC_871,706,3946,4690,31768,25323,17185,11411,6238,3833,2197,1310,849,1709,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0
747,OBJEC_872,877,5266,6366,40519,27126,14573,7265,3404,1778,1067,652,441,1420,262,107,47,25,12,9,4,1,1,0,0,0,0,0,0
748,OBJEC_874,300,1416,1609,10241,10319,9876,9533,8840,7847,6812,5833,5180,24922,4618,1676,808,459,239,179,84,74,212,54,65,26,0,0,0
749,OBJEC_875,653,3104,3016,19687,19886,17673,14211,9896,7210,4774,3075,2088,4827,579,227,107,62,38,22,21,16,47,3,0,0,0,0,0
750,OBJEC_876,153,1289,1770,15753,18092,16662,13642,10176,8088,6199,4647,3533,9884,983,204,84,45,7,5,4,2,0,0,0,0,0,0,0
751,OBJEC_877,156,1358,1924,16898,19096,16644,13350,10030,7543,5990,4251,3228,9263,872,154,61,23,11,15,11,9,2,0,0,0,0,0,0
752,OBJEC_878,362,2101,2509,17414,16490,13612,11043,8782,7127,5795,4714,3869,13480,2127,674,297,159,113,89,48,30,52,2,0,0,0,0,0
753,OBJEC_879,349,2513,3331,26655,23654,16413,10163,6409,4442,3261,2520,2034,7827,1332,344,135,75,37,28,13,8,13,0,0,0,0,0,0
754,OBJEC_881,139,1194,1727,14889,17209,15560,13296,9775,8026,6352,5015,3952,12377,1019,214,64,37,23,17,3,0,1,0,0,0,0,0,0
755,OBJEC_882,9286,31736,19968,43200,4779,1184,567,255,120,62,45,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,OBJEC_883,2259,12219,12172,55847,21068,5852,1399,329,68,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,OBJEC_884,3633,14262,11187,42468,17763,8257,4580,2501,1675,1314,1010,763,1921,157,55,10,0,0,0,0,0,0,0,0,0,0,0,0
758,OBJEC_885,446,2924,3643,27861,28082,19034,10677,5764,3698,2494,1728,1233,3145,325,122,45,1,0,0,0,0,0,0,0,0,0,0,0
759,OBJEC_887,989,5495,5538,28594,15698,9703,7667,6105,5505,4688,3580,2891,11105,2317,850,255,120,57,30,17,14,4,0,0,0,0,0,0
760,OBJEC_888,358,1098,1198,11362,13543,13591,12066,10139,8494,7288,6038,4620,16731,3004,983,393,152,79,37,23,13,12,0,0,0,0,0,0
761,OBJEC_889,1679,9338,9991,50062,24810,9706,3633,1032,424,149,36,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,OBJEC_890,503,3548,4638,34230,27436,17514,10249,5442,3142,1734,1035,628,1069,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0
763,OBJEC_892,4218,16375,12752,43211,16270,7827,3926,2177,1515,1099,670,434,738,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,OBJEC_893,194,1198,1437,12790,13491,12432,11530,9621,8266,6542,5285,4304,16680,3947,1357,685,416,248,177,106,53,123,7,0,0,0,0,0
765,OBJEC_894,115,1070,1460,13066,15932,15688,14183,11005,8748,6739,5121,3730,11849,1557,399,125,52,23,14,11,2,0,0,0,0,0,0,0
766,OBJEC_895,231,1644,2168,20078,23549,20158,15181,9809,6406,4088,2685,1730,3442,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0
767,OBJEC_896,205,1722,2230,20186,22221,18226,13376,8830,6042,4163,3017,2219,6705,1057,382,117,74,49,28,22,6,12,0,0,0,0,0,0
768,OBJEC_897,760,4802,5395,35649,25329,15089,8818,4851,3143,2221,1615,1083,2406,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0
769,OBJEC_899,359,2393,3269,25239,23796,17997,12156,7676,5070,3513,2416,1723,4320,594,204,76,49,25,13,1,0,0,0,0,0,0,0,0
770,OBJEC_900,426,2956,3928,28603,25769,17974,11214,5971,3590,2350,1593,1200,4642,540,92,32,9,0,0,0,0,0,0,0,0,0,0,0
771,OBJEC_901,2846,12998,11544,47616,19362,8779,5057,1806,764,292,116,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,OBJEC_902,719,4560,5365,36042,26895,15969,8915,4660,2706,1697,1059,658,1312,163,53,43,36,23,13,1,0,0,0,0,0,0,0,0
773,OBJEC_904,146,1025,1463,14995,18305,16954,13847,10879,8191,6127,4553,3401,9719,1021,176,60,19,6,2,0,0,0,0,0,0,0,0,0
774,OBJEC_905,1469,7510,6938,31874,17464,11769,9012,6777,5088,3723,2790,1961,4515,195,71,41,16,9,0,0,0,0,0,0,0,0,0,0
775,OBJEC_906,77,678,1180,13381,18300,18374,15814,11869,8772,6040,4198,3109,8174,858,218,106,44,14,6,4,2,4,0,0,0,0,0,0
776,OBJEC_907,60,671,1109,11783,15363,14661,13023,10512,8686,6817,5381,4296,15025,2584,769,279,124,36,20,11,9,3,0,0,0,0,0,0
777,OBJEC_908,574,3592,4448,30542,24644,16020,10117,6395,4580,3070,2215,1496,3409,112,8,0,0,0,0,0,0,0,0,0,0,0,0,0
778,OBJEC_909,1808,8112,7394,34546,22244,14920,9388,5115,3172,1859,1093,644,924,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,OBJEC_910,516,3458,4436,31864,26218,16746,9875,5719,3558,2296,1639,1042,3020,334,112,37,15,4,0,0,0,0,0,0,0,0,0,0
780,OBJEC_911,30,321,563,6874,10875,12295,11979,10813,9593,8090,6731,5665,21419,4101,1172,375,158,67,35,16,20,28,2,0,0,0,0,0
781,OBJEC_912,505,3276,3728,25873,20736,14846,10395,6918,5182,4123,3180,2386,8378,1209,271,93,59,27,12,17,4,4,0,0,0,0,0,0
782,OBJEC_913,412,2979,3696,28485,26293,18536,11745,6742,4338,2654,1776,1154,1981,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0
783,OBJEC_914,753,4542,4986,33124,25362,16090,10232,5577,3429,2090,1403,960,2165,139,29,8,0,0,0,0,0,0,0,0,0,0,0,0
784,OBJEC_915,399,2941,3814,30269,27367,18949,11847,6533,3866,2116,1297,725,1095,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,OBJEC_916,80,648,955,9477,11982,11701,10905,9512,8283,7372,6334,5293,22707,3610,1099,455,240,123,80,27,4,2,0,0,0,0,0,0
786,OBJEC_917,81,672,1143,12867,17330,18144,16208,12600,9383,6620,4649,3244,7357,455,97,24,8,7,0,0,0,0,0,0,0,0,0,0
787,OBJEC_919,165,1315,1858,16199,18736,16977,13713,9978,7880,6183,4504,3449,8643,718,169,111,96,54,43,31,30,37,0,0,0,0,0,0
788,OBJEC_920,120,945,1256,12736,15962,15565,13976,10638,8728,6939,5490,4212,13191,1095,162,54,38,30,20,11,8,36,10,0,0,0,0,0
789,OBJEC_922,1153,6455,6353,30019,14710,8374,6619,5856,5384,4736,4096,3319,11903,1468,315,93,27,9,0,0,0,0,0,0,0,0,0,0
790,OBJEC_923,1706,9736,9513,46352,23527,11760,5277,2009,805,316,125,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,OBJEC_925,1062,6993,7719,46214,27807,12180,5116,2039,941,487,270,168,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,OBJEC_926,69,588,980,10932,15039,15365,14251,11599,9097,7139,5375,4269,13724,1774,605,221,93,56,20,14,4,8,0,0,0,0,0,0
793,OBJEC_927,365,3009,4011,31157,26801,18109,11544,6742,3927,2343,1312,723,1160,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,OBJEC_928,461,2815,3031,21535,21146,18678,14823,9666,6364,4018,2368,1499,4298,412,84,21,3,0,0,0,0,0,0,0,0,0,0,0
795,OBJEC_929,82,679,1131,12063,16560,16270,14858,11822,9149,6868,5188,3851,11221,1143,234,78,16,9,0,0,0,0,0,0,0,0,0,0
796,OBJEC_930,1899,9663,9806,47593,22974,10244,4577,2043,1082,617,326,175,221,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,OBJEC_931,275,1904,2215,17523,19639,17196,13332,9141,6824,5063,3707,2830,9313,1382,305,109,66,24,17,16,6,2,0,0,0,0,0,0
798,OBJEC_932,174,1537,2200,18951,20632,17014,13667,9697,7264,5339,3852,2913,7516,452,14,0,0,0,0,0,0,0,0,0,0,0,0,0
799,OBJEC_933,1767,8584,8195,40614,21942,12763,7597,3498,2110,1068,662,461,1023,373,151,59,11,5,1,5,0,0,0,0,0,0,0,0
800,OBJEC_934,623,4633,5460,37815,27799,16355,8583,4296,2334,1160,620,417,756,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,OBJEC_936,1130,5868,5878,29760,18469,12717,9963,7072,5328,3753,2715,2000,5805,801,178,68,19,12,11,5,4,0,0,0,0,0,0,0
802,OBJEC_937,1219,7457,8174,46341,25291,11474,5265,2451,1409,780,458,349,550,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,OBJEC_938,430,2740,3680,29768,26080,17924,11146,6536,4235,2639,1794,1196,2580,132,9,0,0,0,0,0,0,0,0,0,0,0,0,0
804,OBJEC_940,189,1500,2234,19046,20766,17913,13587,9238,6579,4514,3272,2438,8183,1102,215,62,29,9,5,6,2,0,0,0,0,0,0,0
805,OBJEC_941,589,3782,5126,36512,29178,16949,9006,4434,2293,1321,722,399,572,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,OBJEC_943,495,3472,4529,33634,27813,17730,10184,5481,3136,1814,1038,624,1144,90,31,6,1,0,0,0,0,0,0,0,0,0,0,0
807,OBJEC_944,326,2162,2917,23888,23404,17902,12942,8216,5421,3579,2583,1840,5255,594,103,41,22,15,4,6,2,0,0,0,0,0,0,0
808,OBJEC_945,659,4118,4963,34314,26599,16055,9288,5206,3303,2089,1388,901,2112,188,34,5,0,0,0,0,0,0,0,0,0,0,0,0
809,OBJEC_946,210,1513,2081,19853,22311,18786,14017,9427,6638,4410,3338,2286,5529,356,69,21,17,10,9,4,4,0,0,0,0,0,0,0
810,OBJEC_948,901,5316,5616,32983,22338,14457,9292,5489,3952,2816,1987,1509,4158,372,28,8,0,0,0,0,0,0,0,0,0,0,0,0
811,OBJEC_949,561,4037,5233,36786,27243,16072,8927,4700,2985,1762,1110,722,1378,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
812,OBJEC_950,167,1300,1954,18390,21230,18723,14595,10437,7504,5287,3600,2273,4934,401,81,12,1,0,0,0,0,0,0,0,0,0,0,0
813,OBJEC_951,1537,8374,8981,47977,25859,10692,4181,1662,803,399,186,96,98,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0
